Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
HOU,Astros,0.505524,0.364823,0,9.62073,0,0.709819,0,10.1096,43.8487,10.0489,5.60815,5.1595,1.36731,9.33293,4.04576,0.18552,0.335106,4.59321,1.39419,8.30858,3.60171,2.30684,1.21723,0.212844,0.0922663,0.12057749927043915,,0.254611,0.301785,0.696734,4.34703,45.7,4.57,47,4.7,0.00511739,-0.0901546,1.2889,-1.45824,1.27571,0,1.2889,1.45824,3.29906,999,21,AL,Peter Lambert,663567,17969,17969
NYM,Mets,0.366902,0.0839447,0,7.61616,0,1.15838,0,7.67389,32.9112,6.22754,3.59618,3.30848,0.967562,8.55198,3.91416,0.076693,0.438507,3.88021,1.32158,10.0298,4.59056,2.18488,1.13476,0.25985,0.118931,0.14091898500919342,,0.218062,0.276273,0.7449,4.247,41.300000000000004,5.1625000000000005,37,4.625,0.00482886,0.0184266,1.32837,-0.266826,1.34982,0,1.32837,0.266826,3.20024,999,25,NL,Nick Burdi,595897,16074,16074
PHI,Phillies,0.947227,1.25648,2.32266,9.41542,0,0.449013,0.0252465,19.8076,86.2678,21.8102,12.1375,11.1665,3.35668,13.9618,5.93264,0.321657,0.88477,5.07375,1.40061,6.34382,2.69562,2.35338,1.52518,0.161842,0.0687701,0.0930723324418068,,0.274513,0.297005,0.67721,4.96097,60.89999999999999,3.0449999999999995,68,3.4,0.00407337,-0.00650044,0.698848,0.0601931,1.08621,0.602492,0.698848,-0.0601931,3.55172,999,26,NL,Bryse Wilson,669060,19990,19990
LAD,Dodgers,0.731056,0.669749,0,12.0731,0,0.919164,0,12.581,55.7462,10.6887,6.57329,6.04743,1.41993,14.1032,7.79053,0.264793,0.656134,4.3261,1.46881,10.0889,5.57305,1.81031,1.01577,0.25299,0.13975,0.11324012279510498,,0.225979,0.291687,0.721951,4.37451,60.300000000000004,4.638461538461539,57,4.384615384615385,0.00380258,-0.0210645,1.18902,1.34939,1.19804,0,1.18902,-1.34939,3.40261,999,22,NL,Ronan Kopp,691947,sa3017751,sa3017751
DET,Tigers,2.01481,2.72722,0.400326,39.2931,0.179945,5.90446,1.42366,42.6122,184.361,40.1916,23.2775,21.4153,5.76541,37.0467,18.7932,1.01233,1.37465,4.52307,1.38422,7.82454,3.96926,1.97128,1.2177,0.200947,0.101937,0.099009670317173,,0.244783,0.283621,0.701336,4.57511,178.39999999999998,4.148837209302325,175,4.069767441860465,0.0034514,-0.0805953,1.72826,-0.633151,0.718195,0,1.72826,0.633151,4.04241,999,6,AL,Beau Brieske,689225,26079,26079
LAD,Dodgers,0.215596,0.66268,1.73827,1.73827,0.00121963,0,0,9.13638,39.8453,10.3384,5.88035,5.40992,1.74069,5.82511,2.49096,0.0842308,0.429113,5.32917,1.4042,5.73816,2.45378,2.3385,1.71471,0.146193,0.0625159,0.083677276968956,,0.279981,0.292842,0.668662,5.29562,22.000000000000007,2.444444444444445,25,2.7777777777777777,0.00335851,-0.0345589,0.693247,-0.0806795,1.30107,0.0225269,0.693247,0.0806795,3.26524,999,22,NL,Cole Irvin,608344,19244,19244
MIA,Marlins,2.92428,2.76478,0.0989376,45.9887,0.506043,6.62611,1.7902,50.3238,216.073,46.3123,26.1207,24.031,7.22626,49.9152,21.1385,1.32318,2.17968,4.29775,1.34034,8.92693,3.78045,2.36134,1.29236,0.231011,0.0978305,0.13318080455064774,,0.240266,0.288217,0.720865,4.4082,228.29999999999998,4.566,223,4.46,0.0030315,0.0768967,0.917798,1.10546,0.591374,0,0.917798,-1.10546,4.2115,999,20,NL,Lake Bachar,669199,19222,19222
WSN,Nationals,0.850253,1.19762,0.25481,15.6408,0,0.775497,0,17.0632,74.1463,14.9023,8.63592,7.94505,2.09324,17.2645,8.82405,0.429351,0.766015,4.19061,1.3905,9.10616,4.65425,1.95653,1.10408,0.232844,0.119009,0.11383499205112457,,0.230842,0.283395,0.725647,4.39242,70.20000000000002,4.129411764705884,67,3.9411764705882355,0.00214604,-0.00220478,0.632353,-0.96135,1.16551,0.18633,0.632353,0.96135,3.44599,999,24,NL,Luis Perales,691384,sa3014677,sa3014677
PHI,Phillies,1.58643,1.41019,0,34.456,0.0603488,1.94134,1.21182,37.534,159.109,37.3334,20.1138,18.5047,5.17379,29.3166,11.465,0.539306,1.08606,4.43711,1.30011,7.0296,2.74912,2.55704,1.24058,0.184255,0.072058,0.11219701915979385,,0.254736,0.286968,0.690279,4.36814,153.5,4.0394736842105265,155,4.078947368421052,0.00203788,0.0397526,1.64236,-0.545364,0.922692,0,1.64236,0.545364,3.76974,999,26,NL,Max Lazar,676661,23426,23426
COL,Rockies,0.561173,0.584261,0,8.93399,0,0.606198,0,9.8009,42.8738,9.82455,5.60285,5.15462,1.55522,9.6101,4.21495,0.109218,0.313679,4.73341,1.43247,8.8248,3.87052,2.28001,1.42813,0.224149,0.0983106,0.12583816796541214,,0.256213,0.304245,0.711221,4.62311,35.4,3.54,36,3.6,0.00130567,0.00074121,1.3183,0.0990396,1.25756,0,1.3183,-0.0990396,3.32326,999,19,NL,Jeff Criswell,676105,27608,27608
BAL,Orioles,0.596046,0.615517,0,10.8785,0,1.23575,0,12.8327,55.6073,11.6462,6.8493,6.30136,1.93009,13.2016,6.22921,0.190017,0.388829,4.41936,1.39296,9.25871,4.36876,2.1193,1.35364,0.237407,0.112021,0.12538543343544006,,0.23773,0.28697,0.726679,4.58005,52.39999999999999,4.03076923076923,51,3.923076923076923,0.0007078,-0.0413726,1.13185,1.02578,1.22735,0,1.13185,-1.02578,3.36354,999,2,AL,Jose Espada,664744,21131,21131
DET,Tigers,1.39284,1.098,0,19.2824,0,0.928968,0,22.5449,96.9862,20.4521,11.0563,10.1718,2.61757,19.4822,9.46226,0.26758,1.46605,4.0606,1.32688,7.77734,3.77736,2.05893,1.04494,0.200876,0.097563,0.10331271588802338,,0.237655,0.278847,0.71841,4.3704,93.30000000000001,4.056521739130435,88,3.8260869565217392,0.000543256,0.090848,1.58777,0.842876,1.11859,0,1.58777,-0.842876,3.50855,999,6,AL,Dylan Smith,681916,30145,30145
COL,Rockies,0.860627,1.55541,0,18.7072,0,1.6429,0,18.9366,83.3676,19.7404,10.9017,10.0295,2.76752,16.5775,7.4002,0.489739,1.12151,4.76673,1.43323,7.87881,3.51709,2.24015,1.31532,0.198849,0.0887658,0.11008288711309433,,0.263747,0.305813,0.697966,4.63423,69.69999999999999,3.668421052631578,74,3.8947368421052633,0.000191092,0.037086,0.913291,-0.0451277,1.09131,0,0.913291,0.0451277,3.54492,999,19,NL,RJ Petit,696275,sa3017848,sa3017848
WSN,Nationals,0.634499,0.917998,1.67612,6.02228,0,0.523975,0,12.3333,54.879,13.009,7.53959,6.93642,1.8477,9.19756,5.40269,0.171957,0.577481,5.06174,1.49284,6.71176,3.94252,1.7024,1.34832,0.167597,0.0984473,0.06914976239204407,,0.266039,0.294854,0.687024,5.04586,34.40000000000002,2.8666666666666685,38,3.1666666666666665,0.0000134433,-0.0787142,0.682215,0.230559,1.1976,0.609783,0.682215,-0.230559,3.4032,999,24,NL,Riley Cornelio,683000,sa3020830,sa3020830
LAD,Dodgers,2.90583,2.64339,0,47.3529,0.211169,8.23021,1.19156,50.2642,223.588,44.229,26.2409,24.1417,5.30253,54.8135,30.2563,0.685332,2.83378,4.32266,1.48188,9.81457,5.4175,1.81164,0.949437,0.245154,0.135322,0.1098325252532959,,0.232176,0.298558,0.719402,4.3005,237.1,4.742,228,4.56,-0.0000847289,0.0129919,3.29566,-1.58367,0.509305,0,3.29566,1.58367,4.32093,999,22,NL,Will Klein,694361,27787,27787
ARI,Diamondbacks,0.788819,0.802256,0,9.15283,0,0,0,9.32672,42.0833,8.65093,5.20633,4.78982,0.7904,9.4848,6.29158,0,0,4.62203,1.60212,9.15254,6.07119,1.50754,0.762712,0.225382,0.149503,0.07587853074073792,,0.241702,0.308057,0.703687,4.22666,30.900000000000013,3.433333333333335,32,3.5555555555555554,-0.000270415,-0.0199085,0,0,1.21921,0,0,0,3.37438,999,15,NL,Hayden Durke,694492,sa3022733,sa3022733
TBR,Rays,1.44477,1.88771,0,41.1903,0.318858,5.45725,2.01685,43.5098,185.022,38.9398,21.8143,20.0691,6.2462,43.6761,17.5228,0.621794,1.94551,4.15129,1.2977,9.03438,3.62458,2.49253,1.29203,0.236059,0.0947066,0.14135249704122543,,0.23521,0.282741,0.726107,4.33609,198.4,4.509090909090909,190,4.318181818181818,-0.00119655,0.101346,2.32262,1.83222,0.860061,0,2.32262,-1.83222,3.85325,999,12,AL,Hunter Bigge,685801,26259,26259
BAL,Orioles,0.672767,1.01709,0,14.2501,0,1.14949,0,14.7578,63.7818,13.4784,7.83555,7.20871,1.99373,14.7206,6.43212,0.375732,0.926171,4.39621,1.34915,8.97733,3.92262,2.28861,1.21587,0.230796,0.100846,0.12995070219039917,,0.238878,0.289218,0.705341,4.39224,65.60000000000001,4.373333333333334,62,4.133333333333334,-0.00127161,-0.0397757,0.797398,0.0796646,1.21117,0,0.797398,-0.0796646,3.38511,999,2,AL,Tyson Neighbors,695695,sa3025569,sa3025569
HOU,Astros,0.532785,0.375465,0,8.8567,0,0.752574,0,9.2084,40.3027,8.65125,5.05365,4.64936,1.18879,8.24321,4.24354,0.199338,0.611461,4.54413,1.40033,8.05665,4.1475,1.94253,1.16189,0.204532,0.105292,0.09924066811800003,,0.244057,0.286844,0.698202,4.60476,35.90000000000001,3.9888888888888903,37,4.111111111111111,-0.00129243,-0.0401321,0.935585,1.12423,1.29044,0,0.935585,-1.12423,3.27941,999,21,AL,Tom Cosgrove,676680,23443,23443
NYM,Mets,0.438543,0.487821,0,11.6359,0,1.23547,0,12.8636,54.3363,11.9097,6.69084,6.15557,1.86761,12.0752,4.60498,0.228483,0.388706,4.30675,1.28383,8.44843,3.22188,2.62221,1.30668,0.222231,0.0847496,0.13748136907815933,,0.241367,0.283675,0.706749,4.30974,53.39999999999999,4.107692307692307,52,4,-0.00137997,-0.0210645,1.10098,-0.150718,1.28523,0,1.10098,0.150718,3.28636,999,25,NL,Joey Gerber,680702,24591,24591
MIL,Brewers,0.657547,0.628121,0,8.4895,0,0.666259,0,8.8299,38.688,8.21181,4.48266,4.12405,1.0183,8.13765,4.18792,0.224311,0.593254,4.2035,1.40429,8.29442,4.2686,1.94312,1.03792,0.210341,0.108249,0.10209189355373383,,0.242188,0.290637,0.721432,4.41558,38.500000000000014,4.2777777777777795,37,4.111111111111111,-0.00214793,0.0737859,0.521185,-0.46086,1.29864,0,0.521185,0.46086,3.26848,999,23,NL,Tate Kuehner,804249,sa3023099,sa3023099
NYM,Mets,1.07703,1.83378,0,19.563,0,0.896782,0,21.2419,91.7597,18.6013,11.1807,10.2863,3.14964,21.7918,9.95777,0.239832,1.38662,4.3582,1.34447,9.23296,4.21901,2.18842,1.33447,0.237487,0.10852,0.12896718829870224,,0.231316,0.27854,0.719612,4.61311,84.1,4.004761904761905,81,3.857142857142857,-0.00303331,-0.00270257,0.614938,-1.50845,1.09109,0,0.614938,1.50845,3.54522,999,25,NL,Alex Carrillo,692024,26463,26463
ATH,Athletics,2.71813,2.97052,0.239385,53.5269,11.4731,10.4155,2.45686,62.4898,271.187,57.2713,32.0008,29.4407,7.50106,60.022,29.0843,1.70868,2.83995,4.24015,1.38191,8.64458,4.18882,2.06373,1.08033,0.221331,0.107248,0.11408287286758423,,0.239366,0.289801,0.71657,4.3072,331.2,5.341935483870968,325,5.241935483870968,-0.00477293,0.040608,1.3941,-1.0859,1.02524,0.17505,1.3941,1.0859,3.63301,649.27001953125,10,AL,Hogan Harris,663687,21520,21520
CHW,White Sox,1.72646,2.03342,0.313147,33.4469,0.0364624,2.68414,0.517778,35.8831,154.401,34.3321,19.0579,17.5333,4.96789,32.1943,14.159,1.02541,1.49064,4.39761,1.35136,8.0748,3.55128,2.27377,1.24602,0.20851,0.0917025,0.11680790781974792,,0.247435,0.289047,0.708617,4.44893,147.50000000000003,4.097222222222223,146,4.055555555555555,-0.00540372,-0.0191847,1.40459,-1.09363,0.863912,0,1.40459,1.09363,3.84812,999,4,AL,Tyler Gilbert,656457,17964,17964
TOR,Blue Jays,0.430789,0.239741,0,5.5569,0.00555538,0,0.183046,9.60378,41.7194,10.1496,5.18112,4.76663,1.0309,5.41984,3.23814,0.115107,0.384623,4.46695,1.39401,5.0791,3.03456,1.67375,0.966083,0.129912,0.077617,0.05229470878839493,,0.266418,0.288149,0.687065,4.53357,36.7,3.6700000000000004,38,3.8,-0.00552616,0.0126627,1.03627,-0.468487,1.32175,0,1.03627,0.468487,3.23766,999,14,AL,Josh Fleming,676596,20418,20418
TEX,Rangers,0.781453,0.772624,0,12.6607,0,1.03371,0,12.9432,57.4771,11.4894,6.96227,6.40529,1.4464,13.1206,7.54991,0.320617,0.772892,4.45387,1.47099,9.12333,5.24978,1.73785,1.00574,0.228275,0.131355,0.09692029654979706,,0.233742,0.290368,0.709815,4.48954,58.300000000000004,4.484615384615385,55,4.230769230769231,-0.00592012,-0.0411358,1.68413,-0.940558,1.19042,0,1.68413,0.940558,3.41277,999,13,AL,Emiliano Teodo,693713,sa3015158,sa3015158
LAA,Angels,1.06188,1.69911,0.511495,18.212,0,0.915794,1.33139,22.8935,101.534,23.0979,13.4634,12.3863,3.11242,18.2268,9.70503,0.339313,2.11086,4.86936,1.43285,7.1654,3.81528,1.87808,1.22357,0.179514,0.0955841,0.08393038809299469,,0.25745,0.292275,0.679879,4.85857,77.50000000000001,3.369565217391305,80,3.4782608695652173,-0.00607713,-0.0498342,0.972783,-2.00331,1.01663,0.119465,0.972783,2.00331,3.64449,999,1,AL,Victor Mederos,682989,31533,31533
TOR,Blue Jays,0.667413,0.814001,0.273794,10.5981,0,0.832378,0,12.0371,51.8921,11.869,6.62719,6.09702,1.76295,10.5459,4.7594,0.212154,0.235815,4.55868,1.38143,7.88505,3.55856,2.2158,1.31814,0.203227,0.0917174,0.11150974780321121,,0.253086,0.292182,0.706286,4.53184,44.000000000000014,3.666666666666668,45,3.75,-0.00646466,-0.0878569,0.756166,-1.66036,1.24379,0.136467,0.756166,1.66036,3.34161,999,14,AL,Jake Bloss,814005,33168,33168
KCR,Royals,0.646219,0.825041,0,11.6574,0,0.961759,0,12.3905,54.8016,11.3593,6.73062,6.19217,1.41886,12.1671,6.57427,0.254043,0.811814,4.49777,1.44736,8.83772,4.77531,1.85071,1.03061,0.22202,0.119965,0.10205527395009995,,0.239568,0.293837,0.702504,4.44819,51.90000000000001,4.325000000000001,51,4.25,-0.00649984,-0.0740491,1.02938,0.942884,1.21617,0,1.02938,-0.942884,3.37844,999,7,AL,Eric Cerantola,672021,sa3017914,sa3017914
,,1.34014,1.11301,0,22.551,0.206917,0.935605,1.37043,23.3189,100.939,22.9923,12.5703,11.5647,2.81536,19.517,8.37902,0.48915,1.70981,4.46343,1.34532,7.53264,3.23391,2.32927,1.0866,0.193354,0.0830106,0.11034343391656876,,0.253079,0.294477,0.685422,4.32868,87.50000000000001,3.804347826086957,90,3.9130434782608696,-0.0073831,-0.099768,0.456866,0.398955,1.0689,0,0.456866,-0.398955,3.57481,999,-1,,Jorge López,605347,14527,14527
ARI,Diamondbacks,1.523,1.52271,0.133141,20.5389,0,1.92035,1.7616,20.8159,90.465,20.2647,10.8511,9.98301,2.43538,17.9793,8.52489,0.410072,1.10105,4.31627,1.38306,7.77357,3.68583,2.10904,1.05296,0.198744,0.0942342,0.10450956225395203,,0.250679,0.295068,0.706795,4.31592,92.80000000000001,4.419047619047619,93,4.428571428571429,-0.00762832,0.020366,1.26869,0.536932,1.07992,0,1.26869,-0.536932,3.56011,999,15,NL,Grant Holman,680880,30002,30002
CHC,Cubs,0.103818,0.417945,0,5.71178,0,0.695139,0,6.00045,25.9296,5.65251,3.24126,2.98196,0.886354,5.80884,2.61922,0.112149,0.196528,4.4726,1.37852,8.7126,3.92854,2.21777,1.32943,0.224024,0.101013,0.1230107992887497,,0.244551,0.29029,0.715487,4.52706,23.500000000000007,3.916666666666668,24,4,-0.00859781,0.0138199,0.869409,0.31835,1.37232,0,0.869409,-0.31835,3.17024,999,17,NL,Vince Velasquez,592826,11189,11189
ARI,Diamondbacks,1.59861,2.05222,0,29.414,0.434492,2.24024,2.51161,32.3125,139.706,30.8942,16.019,14.7375,3.63738,29.4003,13.4769,0.256447,1.30565,4.10484,1.37319,8.18888,3.75371,2.18154,1.01312,0.210444,0.0964659,0.1139785498380661,,0.247305,0.296638,0.721816,4.15124,131.00000000000003,4.093750000000001,132,4.125,-0.0101661,0.107723,1.29472,-0.59932,0.956693,0,1.29472,0.59932,3.72441,999,15,NL,Drey Jameson,686753,26260,26260
TOR,Blue Jays,0.839996,0.879272,0,17.56,0,1.36704,0.861882,18.812,80.4509,17.2156,10.8544,9.98604,3.22537,18.6542,7.66887,0.349759,0.823424,4.7775,1.32279,8.92447,3.66892,2.43245,1.54307,0.23187,0.0953237,0.13654644787311554,,0.239243,0.279362,0.688796,4.73509,74.49999999999999,3.9210526315789465,71,3.736842105263158,-0.0109287,-0.130617,1.03358,-0.6173,1.12276,0,1.03358,0.6173,3.50298,999,14,AL,Jorge Alcala,660896,19459,19459
ATH,Athletics,0.594257,0.828838,0,8.17598,0,0.59301,0,8.47986,36.8109,8.39097,4.59246,4.22506,1.14136,7.1525,3.22662,0.215341,0.516938,4.48422,1.37002,7.59122,3.42453,2.21672,1.21137,0.194304,0.0876538,0.10664992034435272,,0.253754,0.292636,0.701133,4.52235,32.10000000000001,4.012500000000001,33,4.125,-0.011038,-0.0829403,0.331447,0.698664,1.30845,0,0.331447,-0.698664,3.2554,999,10,AL,A.J. Causey,822067,sa3028661,sa3028661
LAA,Angels,0.716027,0.634846,0,10.5728,0,0.37832,0,11.0231,47.9178,8.98154,5.88168,5.41115,1.37452,11.8676,5.68903,0.241856,1.16994,4.41801,1.33089,9.68945,4.64489,2.08604,1.12225,0.247665,0.118725,0.12894027680158615,,0.218748,0.273469,0.689528,4.46965,48.70000000000001,4.427272727272729,45,4.090909090909091,-0.0113451,-0.0269222,0.989655,-0.71185,1.25701,0,0.989655,0.71185,3.32399,999,1,AL,Angel Perdomo,622780,17759,17759
TBR,Rays,0,0.372309,0,10.2363,0,1.1681,0,10.556,45.541,10.6813,6.14603,5.65435,1.47261,8.60041,3.55527,0,0.586444,4.82088,1.34868,7.33267,3.03121,2.41906,1.25554,0.18885,0.0780674,0.11078227311372757,,0.258008,0.293962,0.664526,4.49628,47.50000000000001,4.318181818181819,49,4.454545454545454,-0.0119248,-0.0256389,1.08225,-0.457913,1.31665,0,1.08225,0.457913,3.24447,999,12,AL,Alexander Alberto,693739,sa3015986,sa3015986
CHW,White Sox,0.46548,1.1444,0.260025,13.7155,0,1.03615,0,15.8956,67.9387,15.9159,8.48692,7.80796,2.33167,13.2202,5.0624,0.395753,0.70417,4.42082,1.31975,7.48521,2.8663,2.61146,1.32018,0.19459,0.0745141,0.1200762614607811,,0.255997,0.29138,0.705172,4.46701,64.20000000000002,4.012500000000001,66,4.125,-0.0120484,0.0368532,1.05517,-1.06676,1.23993,0.190143,1.05517,1.06676,3.34676,999,4,AL,Duncan Davitt,701474,sa3020394,sa3020394
CIN,Reds,0.685855,0.651674,0,9.58705,0,0.759732,0,9.99549,44.2765,9.31351,5.76437,5.30322,1.3836,9.75873,5.27622,0.157108,0.599865,4.77505,1.45963,8.78682,4.75074,1.84957,1.2458,0.220404,0.119165,0.10123899579048157,,0.242537,0.29092,0.697509,4.74562,44.300000000000004,4.430000000000001,43,4.3,-0.0130044,-0.0440996,0.765948,0.292795,1.23774,0,0.765948,-0.292795,3.34968,999,18,NL,Josh Staumont,622251,18335,18335
MIN,Twins,0.348252,0.637084,0,11.4396,0,1.03303,0,14.0935,61.337,14.4356,8.54845,7.86457,2.0405,11.0913,5.10869,0.409443,0.780784,5.02227,1.38676,7.08282,3.26238,2.17106,1.30305,0.180825,0.0832888,0.09753622114658356,,0.260347,0.292919,0.658923,4.69702,50.6,3.6142857142857143,52,3.7142857142857144,-0.0130585,-0.174643,1.93196,-0.983511,1.21768,0,1.93196,0.983511,3.37643,999,8,AL,Matt Bowman,621199,13528,13528
BAL,Orioles,0.502041,1.27204,0.655357,10.2446,0,0.206958,0,14.051,62.4072,12.8281,7.9213,7.28759,1.95126,13.8275,7.94014,0.20756,0.75063,4.66789,1.47806,8.85686,5.08585,1.74147,1.24983,0.221569,0.127231,0.09433794021606445,,0.238811,0.286702,0.712275,4.82781,46.20000000000003,3.300000000000002,45,3.2142857142857144,-0.0130596,-0.0421545,2.34111,-1.96617,1.17993,0.271768,2.34111,1.96617,3.42676,999,2,AL,Chayce McDermott,694646,29866,29866
WSN,Nationals,3.01724,3.00239,0.0880268,51.7799,1.81408,9.64626,0.827433,58.9679,255.719,57.7476,33.1028,30.4546,8.58713,51.4798,22.3479,0.770942,4.02664,4.64814,1.35829,7.85713,3.41087,2.30356,1.31062,0.201314,0.0873927,0.11392142623662949,,0.251795,0.290414,0.690323,4.62403,249.10000000000002,4.222033898305085,252,4.271186440677966,-0.0135866,-0.185889,3.64388,-2.36709,0.502734,0,3.64388,2.36709,4.32969,999,24,NL,Jackson Rutledge,671131,26215,26215
CHW,White Sox,0.822796,0.859718,0,14.1638,0,1.03418,0,14.67,62.4947,14.5105,7.8964,7.26469,2.25101,12.6849,4.99943,0.367452,0.29496,4.45686,1.32992,7.78213,3.06713,2.53727,1.38098,0.202976,0.0799977,0.12297787517309189,,0.253679,0.290067,0.709938,4.48322,62.400000000000006,4.16,64,4.266666666666667,-0.0140539,-0.0164809,0.611053,-1.07835,1.21858,0,0.611053,1.07835,3.37523,999,4,AL,David Sandlin,689818,sa3020606,sa3020606
ARI,Diamondbacks,0.729377,0.509197,0.821362,4.98368,0,0.523859,0,9.45174,42.5607,9.51353,5.53927,5.09613,1.28555,8.61405,4.77908,0,0.76351,4.85256,1.51217,8.20235,4.55067,1.80245,1.22411,0.202395,0.112289,0.09010596573352814,,0.256997,0.303409,0.700669,4.83977,32.30000000000001,3.5888888888888903,36,4,-0.0141541,-0.067808,1.08617,-0.849936,1.2356,0.160013,1.08617,0.849936,3.35253,999,15,NL,Blake Walston,686796,26270,26270
BOS,Red Sox,0.633289,0.59352,0,11.14,0.034605,0.62973,0,11.812,51.5813,11.8553,6.65983,6.12705,1.65858,9.78471,4.69719,0.227247,0.655924,4.66843,1.40133,7.45535,3.57897,2.0831,1.26374,0.189695,0.0910638,0.09863108396530151,,0.256452,0.293137,0.695175,4.66337,39.000000000000014,3.2500000000000013,40,3.3333333333333335,-0.0147868,-0.0548846,0.870315,1.87476,1.24355,0,0.870315,-1.87476,3.34194,999,3,AL,Seth Martinez,661527,21045,21045
PIT,Pirates,0.736293,0.727191,0.187371,10.6086,0,0.783151,0,11.7455,51.166,11.6273,6.4742,5.95627,1.53031,10.0626,4.67555,0.262471,0.683602,4.56398,1.388,7.71048,3.58263,2.15219,1.1726,0.196667,0.0913799,0.10528668016195297,,0.253834,0.295114,0.694094,4.48426,39.000000000000014,3.2500000000000013,40,3.3333333333333335,-0.0160542,0.045773,0.872592,1.14265,1.24294,0.137015,0.872592,-1.14265,3.34275,999,27,NL,Wilber Dotel,696062,sa3015163,sa3015163
CIN,Reds,0.781345,0.789679,0.00336287,12.5385,0,1.01285,0,13.1077,57.0262,12.5438,7.52171,6.91998,2.09004,12.5667,5.64314,0.287463,0.695882,4.75139,1.3875,8.62853,3.87468,2.2269,1.43506,0.220367,0.0989568,0.12141020596027374,,0.247474,0.290136,0.69886,4.74138,46.8,3.5999999999999996,48,3.6923076923076925,-0.0163115,-0.0764949,0.95806,-0.644257,1.19822,0,0.95806,0.644257,3.40237,999,18,NL,Jose Franco,683742,sa3008714,sa3008714
TOR,Blue Jays,1.03549,0.902993,0.0466282,15.8009,0,0.615341,0.236397,19.954,84.8315,19.3028,10.6262,9.77611,3.14592,18.4445,6.21671,0.313366,1.24576,4.40939,1.27892,8.31914,2.80397,2.96692,1.41893,0.217425,0.0732831,0.14414185285568237,,0.24949,0.289661,0.705335,4.45795,80.69999999999999,4.034999999999999,80,4,-0.0165449,-0.0779334,1.81466,-1.12518,1.15259,0.0340969,1.81466,1.12518,3.46321,999,14,AL,Lazaro Estrada,681751,24914,24914
CIN,Reds,0.46974,0.801429,0,12.7579,0,0.513379,0,13.5086,59.6669,13.7202,8.17425,7.52031,1.93992,11.7467,5.81171,0.26646,0.824887,5.01034,1.44588,7.82615,3.87199,2.02122,1.29245,0.196872,0.0974025,0.09946923702955246,,0.258723,0.299419,0.675406,4.73673,49.6,3.542857142857143,51,3.642857142857143,-0.0168502,-0.0232749,1.57894,-1.0305,1.19202,0,1.57894,1.0305,3.41064,999,18,NL,Tejay Antone,622088,16233,16233
BAL,Orioles,1.3162,1.08496,0.103563,19.3249,0,0.644642,0.630914,22.8403,97.9089,22.8881,12.0664,11.1011,3.12107,19.2469,7.5298,0.810315,1.02564,4.37428,1.33176,7.58406,2.96704,2.5561,1.22983,0.19658,0.0769062,0.11967384070158005,,0.256152,0.295094,0.704514,4.34993,88.50000000000001,3.8478260869565224,91,3.9565217391304346,-0.0169815,-0.0331973,1.54126,-0.37606,1.08857,0.0757305,1.54126,0.37606,3.54857,999,2,AL,Albert Suárez,544150,6175,6175
NYY,Yankees,0.99241,0.968808,0.493456,12.7466,0.0013585,0.348057,0,17.1937,74.3045,16.0978,9.38731,8.63632,2.64949,16.0951,6.99846,0.355625,1.17459,4.52067,1.3433,8.42492,3.66333,2.2998,1.38687,0.21661,0.0941863,0.12242324650287628,,0.243421,0.283798,0.707122,4.69224,55.300000000000004,3.2529411764705887,54,3.176470588235294,-0.0176118,-0.0118667,1.42986,-1.73982,1.15388,0.36084,1.42986,1.73982,3.4615,999,9,AL,Osvaldo Bido,674370,23150,23150
CHW,White Sox,0.593161,1.25038,0,14.3688,0,0.984957,0,15.6692,65.9434,15.8543,8.39953,7.72757,2.34608,11.3075,4.22036,0.389253,0.27126,4.43851,1.28115,6.49473,2.42407,2.67927,1.34752,0.171473,0.0639998,0.1074729859828949,,0.257996,0.282609,0.695355,4.49824,66.20000000000002,4.137500000000001,68,4.25,-0.0176912,0.0368532,0.74584,-1.56683,1.25863,0,0.74584,1.56683,3.32183,999,4,AL,Shane Murphy,690294,sa3020389,sa3020389
SDP,Padres,0.596771,0.549906,0,6.58202,0,0.731981,0,6.82075,30.1566,6.74508,3.60439,3.31604,0.789914,5.38982,3.10061,0.174687,0.462525,4.37552,1.44349,7.11189,4.09127,1.73831,1.04229,0.178728,0.102817,0.07591056078672409,,0.253637,0.291724,0.714123,4.62745,26.3,3.757142857142857,27,3.857142857142857,-0.01796,-0.0347674,0.438937,1.29333,1.32685,0,0.438937,-1.29333,3.23086,999,29,NL,Francis Peña,800212,sa3019374,sa3019374
ATL,Braves,1.23508,1.17485,0,20.2939,0,1.34226,0,21.2966,92.8632,18.394,11.5168,10.5955,2.88973,24.3897,11.5991,0.357603,0.897133,4.47768,1.40835,10.3072,4.9018,2.10273,1.22121,0.262642,0.124905,0.13773678243160248,,0.228875,0.29205,0.712064,4.36893,84.7,4.033333333333333,79,3.761904761904762,-0.0182539,-0.0858669,0.616249,0.944693,1.01858,0,0.616249,-0.944693,3.64189,999,16,NL,James Karinchak,675916,20151,20151
