Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CHW,White Sox,0.0382,0.0597,0,1,0,0,,1,4.792,1.052,0.719,0.67913,0.170778,0.7315,0.7915,0.0291,0.0578,6.11217,1.8435,6.5835,7.1235,0.924195,1.537,0.15265,0.165171,-0.012520849704742432,0.371005,0.266822,0.289836,0.70088,6.44015,3.8000000000000003,3.8000000000000003,4,4,-0.0199067,-0.0473428,0,,,,,,,,,,,,,,,,,,,,,,999,4,AL,Joseph Yabbour,691634,sa3021980,sa3021980
CHW,White Sox,0.0378,0.06,0,1,0,0,,1,4.776,1.1336,0.7293,0.68648,0.166778,0.5805,0.7152,0.029,0.0508,6.17832,1.8488,5.2245,6.4368,0.811661,1.501,0.121545,0.149749,-0.028203517198562622,0.416754,0.282693,0.296324,0.693055,6.44025,3.8000000000000003,3.8000000000000003,4,4,-0.0199176,-0.0473524,0,,,,,,,,,,,,,,,,,,,,,,999,4,AL,Jesus Mendez,805079,sa3019295,sa3019295
,,0.0405,0.0574,0,1,0,0,,1,4.664,1.1005,0.6954,0.65711,0.179222,0.6521,0.6119,0.0283,0.0458,5.91399,1.7124,5.8689,5.5071,1.0657,1.613,0.139816,0.131196,0.008619219064712524,0.361674,0.274692,0.290168,0.695866,6.13392,3.8000000000000003,3.8000000000000003,4,4,-0.0199388,-0.0496161,0,,,,,,,,,,,,,,,,,,,,,,999,-2,,Nick Thwaits,681579,sa3008333,sa3008333
,,0.04,0.0579,0,1,0,0,,1,4.794,1.1067,0.7101,0.66501,0.140556,0.623,0.7581,0.0291,0.0653,5.98509,1.8648,5.607,6.8229,0.821791,1.265,0.129954,0.158135,-0.0281810462474823,0.452991,0.278724,0.301257,0.692257,6.18656,3.8000000000000003,3.8000000000000003,4,4,-0.0199533,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Alex Bustamante,806628,sa3020631,sa3020631
,,0.0397,0.0613,0.0223,0.8953,0,0,,1,4.719,1.0866,0.7098,0.67016,0.170222,0.6804,0.6879,0.0255,0.0456,6.03144,1.7745,6.1236,6.1911,0.989097,1.532,0.144183,0.145772,-0.0015893131494522095,0.37099,0.272638,0.292317,0.693079,6.18773,3.8000000000000003,3.8000000000000003,4,4,-0.0199563,-0.0470039,0.0051,,,,,,,,,,,,,,,,,,,,,,999,-1,,Reese Sharp,688701,sa3020561,sa3020561
,,0.0398,0.0581,0,1,0,0,,1,4.724,1.137,0.7155,0.6735,0.163,0.5848,0.6485,0.0287,0.0525,6.0615,1.7855,5.2632,5.8365,0.901773,1.467,0.123793,0.137278,-0.013484343886375427,0.40901,0.282625,0.297386,0.687087,6.18754,3.8000000000000003,3.8000000000000003,4,4,-0.0199641,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Dylan Nedved,690446,sa3020326,sa3020326
,,0.0399,0.058,0,1,0,0,,1,4.726,1.1455,0.7143,0.67136,0.159667,0.5593,0.6448,0.0287,0.0537,6.04224,1.7903,5.0337,5.8032,0.867401,1.437,0.118345,0.136437,-0.018091417849063873,0.422002,0.28442,0.297967,0.686765,6.1877,3.8000000000000003,3.8000000000000003,4,4,-0.0199659,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Miguel Alfonseca,684957,sa3009753,sa3009753
ATH,Athletics,0.0399,0.0609,0.0214,0.8994,0,0,,1,4.786,1.121,0.7368,0.69348,0.159444,0.6196,0.7388,0.026,0.059,6.24132,1.8598,5.5764,6.6492,0.838657,1.435,0.129461,0.154367,-0.0249059796333313,0.423268,0.281079,0.299629,0.686188,6.36211,3.8000000000000003,3.8000000000000003,4,4,-0.0199771,-0.0450226,0.0044,,,,,,,,,,,,,,,,,,,,,,999,10,AL,Felix Castro,803427,sa3018361,sa3018361
TOR,Blue Jays,0.0406,0.0629,0.0404,0.8104,0,0,,1,4.707,1.1094,0.7052,0.66363,0.170333,0.5982,0.6452,0.023,0.0461,5.97267,1.7546,5.3838,5.8068,0.927154,1.533,0.127087,0.137072,-0.00998513400554657,0.396157,0.276266,0.289196,0.692155,6.22697,3.8000000000000003,3.8000000000000003,4,4,-0.0199829,-0.0495056,0.0096,,,,,,,,,,,,,,,,,,,,,,999,14,AL,Eliander Alcalde,700289,sa3016519,sa3016519
,,0.0396,0.0613,0.0219,0.8969,0,0,,1,4.707,1.1451,0.7159,0.67392,0.166667,0.5672,0.6286,0.0255,0.0458,6.06528,1.7737,5.1048,5.6574,0.902323,1.5,0.120501,0.133546,-0.013044402003288269,0.406991,0.283961,0.296609,0.68672,6.1906,3.8000000000000003,3.8000000000000003,4,4,-0.0199879,-0.0470039,0.0053,,,,,,,,,,,,,,,,,,,,,,999,-1,,Carlos Guarate,678672,sa3006127,sa3006127
CLE,Guardians,0.0388,0.059,0,1,0,0,,1,4.742,1.0889,0.704,0.66188,0.156111,0.6856,0.7118,0.0288,0.0566,5.95692,1.8007,6.1704,6.4062,0.963192,1.405,0.14458,0.150105,-0.0055250972509384155,0.414323,0.274034,0.297836,0.693173,6.09858,3.8000000000000003,3.8000000000000003,4,4,-0.0199975,-0.0495909,0,,,,,,,,,,,,,,,,,,,,,,999,5,AL,Kendeglys Virguez,802068,sa3018351,sa3018351
,,0.0398,0.058,0,1,0,0,,1,4.715,1.1396,0.7152,0.67344,0.165556,0.5777,0.6446,0.0286,0.0421,6.06096,1.7842,5.1993,5.8014,0.896215,1.49,0.122524,0.136713,-0.014188751578330994,0.404003,0.282898,0.296509,0.688601,6.19206,3.8000000000000003,3.8000000000000003,4,4,-0.0200137,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Ulices Campos,694042,sa3015997,sa3015997
,,0.0388,0.0681,0.0658,0.6908,0,0,,1,4.707,1.1578,0.7215,0.67898,0.167556,0.5542,0.615,0.0195,0.048,6.11082,1.7728,4.9878,5.535,0.901138,1.508,0.11774,0.130656,-0.012916937470436096,0.413994,0.286301,0.298065,0.683451,6.19396,3.8000000000000003,3.8000000000000003,4,4,-0.0200247,-0.0470039,0.0158,,,,,,,,,,,,,,,,,,,,,,999,-1,,Jakob Hall,828471,sa3033030,sa3033030
,,0.039,0.0699,0.0798,0.6248,0,0,,1,4.738,1.1391,0.7214,0.67799,0.159667,0.5877,0.6682,0.0178,0.0519,6.10191,1.8073,5.2893,6.0138,0.879527,1.437,0.12404,0.14103,-0.016990303993225098,0.425996,0.283506,0.299472,0.685644,6.1957,3.8000000000000003,3.8000000000000003,4,4,-0.0200537,-0.0470134,0.02,,,,,,,,,,,,,,,,,,,,,,999,-1,,Breck Eichelberger,687902,sa3023096,sa3023096
,,0.0399,0.0579,0,1,0,0,,1,4.787,1.1151,0.7122,0.66727,0.143,0.609,0.7517,0.029,0.0551,6.00543,1.8668,5.481,6.7653,0.810164,1.287,0.12722,0.157029,-0.029809892177581787,0.450003,0.280162,0.301128,0.692788,6.19654,3.8000000000000003,3.8000000000000003,4,4,-0.0200629,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Bryan Sanchez,683885,sa3009558,sa3009558
,,0.0399,0.058,0,1,0,0,,1,4.746,1.1125,0.7142,0.67214,0.159444,0.6293,0.7061,0.0288,0.0431,6.04926,1.8186,5.6637,6.3549,0.891234,1.435,0.132596,0.148778,-0.016182035207748413,0.406999,0.278348,0.297082,0.69225,6.19691,3.8000000000000003,3.8000000000000003,4,4,-0.020067,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Christian Ciuffetelli,805647,sa3020455,sa3020455
,,0.04,0.0579,0,1,0,0,,1,4.808,1.1371,0.7093,0.66146,0.129556,0.5479,0.7702,0.0292,0.0543,5.95314,1.9073,4.9311,6.9318,0.711374,1.166,0.113956,0.160191,-0.04623543471097946,0.493002,0.285452,0.304758,0.694122,6.19706,3.8000000000000003,3.8000000000000003,4,4,-0.0200686,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Charlie Hurley,695041,sa3067102,sa3067102
,,0.04,0.0579,0,1,0,0,,1,4.785,1.0834,0.7115,0.66872,0.150333,0.6806,0.7723,0.029,0.051,6.01848,1.8557,6.1254,6.9507,0.881264,1.353,0.142236,0.1614,-0.019164055585861206,0.417008,0.273468,0.298031,0.695464,6.19817,3.8000000000000003,3.8000000000000003,4,4,-0.0200808,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Connor Pellerin,694936,sa3015012,sa3015012
ARI,Diamondbacks,0.0419,0.056,0,1,0,0,,1,4.792,1.0562,0.6838,0.64097,0.130333,0.73,0.8156,0.0291,0.0467,5.76873,1.8718,6.57,7.3404,0.895047,1.173,0.152337,0.1702,-0.017863094806671143,0.414535,0.268774,0.301647,0.703236,5.95637,3.8000000000000003,3.8000000000000003,4,4,-0.0201116,-0.0452892,0,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Ryan Bruno,691943,sa3027909,sa3027909
ATH,Athletics,0.0404,0.0575,0,1,0,0,,1,4.764,1.1228,0.7359,0.69373,0.166667,0.6136,0.7192,0.0289,0.0474,6.24357,1.842,5.5224,6.4728,0.85317,1.5,0.128799,0.150966,-0.02216625213623047,0.405219,0.280883,0.2972,0.687588,6.3744,3.8000000000000003,3.8000000000000003,4,4,-0.0201194,-0.0450323,0,,,,,,,,,,,,,,,,,,,,,,999,10,AL,Wilfred Alvarado,807963,sa3020990,sa3020990
CIN,Reds,0.0386,0.0593,0,1,0,0,,1,4.803,1.109,0.7483,0.70599,0.177333,0.6846,0.7677,0.0291,0.0463,6.35391,1.8767,6.1614,6.9093,0.891755,1.596,0.142536,0.159838,-0.017301693558692932,0.408853,0.278015,0.297936,0.692936,6.51327,3.8000000000000003,3.8000000000000003,4,4,-0.0201334,-0.0417522,0,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Mike Villani,814525,sa3044503,sa3044503
,,0.0424,0.0556,0,1,0,0,,1,4.717,1.1277,0.728,0.68662,0.184,0.6067,0.6534,0.0286,0.0515,6.17958,1.7811,5.4603,5.8806,0.928528,1.656,0.12862,0.13852,-0.00990036129951477,0.403374,0.281075,0.292947,0.691237,6.42844,3.8000000000000003,3.8000000000000003,4,4,-0.0201346,-0.0461472,0,,,,,,,,,,,,,,,,,,,,,,999,,,Shawndrick Oduber,806779,sa3021483,sa3021483
MIL,Brewers,0.0395,0.0583,0,1,0,0,,1,4.782,1.0563,0.7059,0.66362,0.153556,0.7312,0.7962,0.029,0.0498,5.97258,1.8525,6.5808,7.1658,0.918362,1.382,0.152907,0.166499,-0.013592630624771118,0.410704,0.268369,0.295861,0.700204,6.20696,3.8000000000000003,3.8000000000000003,4,4,-0.0201404,-0.0467971,0,,,,,,,,,,,,,,,,,,,,,,999,23,NL,Garrett Hodges,823748,sa3067071,sa3067071
,,0.0398,0.0581,0,1,0,0,,1,4.751,1.1243,0.7158,0.67278,0.156444,0.6036,0.7047,0.0288,0.0426,6.05502,1.829,5.4324,6.3423,0.856535,1.408,0.127047,0.148327,-0.021279722452163696,0.420001,0.280815,0.298384,0.691438,6.20361,3.8000000000000003,3.8000000000000003,4,4,-0.0201406,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Chase Hopewell,803045,sa3023252,sa3023252
CHW,White Sox,0.0379,0.0599,0,1,0,0,,1,4.84,1.106,0.7266,0.68137,0.147889,0.6155,0.8192,0.0294,0.0594,6.13233,1.9252,5.5395,7.3728,0.751343,1.331,0.127169,0.169256,-0.042086780071258545,0.450934,0.279194,0.299596,0.697609,6.46249,3.8000000000000003,3.8000000000000003,4,4,-0.0201448,-0.0473428,0,,,,,,,,,,,,,,,,,,,,,,999,4,AL,Pierce George,703670,sa3025520,sa3025520
,,0.0385,0.0718,0.0907,0.5737,0,0,,1,4.756,1.1585,0.7208,0.67473,0.148111,0.5284,0.6755,0.0162,0.0584,6.07257,1.834,4.7556,6.0795,0.782235,1.333,0.111102,0.142031,-0.03092934936285019,0.463989,0.288034,0.302006,0.684354,6.20548,3.8000000000000003,3.8000000000000003,4,4,-0.0201611,-0.0470134,0.022,,,,,,,,,,,,,,,,,,,,,,999,-1,,Gabe Emmett,701861,sa3017938,sa3017938
,,0.0399,0.058,0,1,0,0,,1,4.755,1.1125,0.7133,0.67035,0.155222,0.6185,0.7157,0.0289,0.0479,6.03315,1.8282,5.5665,6.4413,0.864189,1.397,0.130074,0.150515,-0.020441636443138123,0.419005,0.278724,0.297506,0.692102,6.20683,3.8000000000000003,3.8000000000000003,4,4,-0.0201758,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Garrett Ramsey,804583,sa3020973,sa3020973
,,0.0399,0.058,0,1,0,0,,1,4.748,1.1225,0.715,0.67214,0.157222,0.6033,0.696,0.0288,0.0493,6.04926,1.8185,5.4297,6.264,0.86681,1.415,0.127064,0.146588,-0.01952400803565979,0.417993,0.280436,0.297725,0.690383,6.20833,3.8000000000000003,3.8000000000000003,4,4,-0.0201923,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Deretd Parra,684059,sa3011624,sa3011624
,,0.0405,0.0574,0,1,0,0,,1,4.808,1.0599,0.6947,0.65211,0.143444,0.701,0.8191,0.0292,0.0511,5.86899,1.879,6.309,7.3719,0.855817,1.291,0.145799,0.170362,-0.024563223123550415,0.408004,0.26916,0.296266,0.705706,6.20851,3.8000000000000003,3.8000000000000003,4,4,-0.0201944,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Daniel Gonzalez,692595,sa3015957,sa3015957
TOR,Blue Jays,0.0405,0.0574,0,1,0,0,,1,4.755,1.142,0.7167,0.67275,0.158,0.5558,0.6734,0.0289,0.0504,6.05475,1.8154,5.0022,6.0606,0.825364,1.422,0.116887,0.141619,-0.024731852114200592,0.43118,0.28329,0.296618,0.689186,6.24894,3.8000000000000003,3.8000000000000003,4,4,-0.02023,-0.0495152,0,,,,,,,,,,,,,,,,,,,,,,999,14,AL,Lluveres Severino,806684,sa3020601,sa3020601
,,0.0398,0.0581,0,1,0,0,,1,4.73,1.1466,0.7164,0.67337,0.159556,0.5537,0.6455,0.0287,0.0579,6.06033,1.7921,4.9833,5.8095,0.857785,1.436,0.117061,0.136469,-0.019408047199249268,0.422986,0.284756,0.2979,0.685717,6.21216,3.8000000000000003,3.8000000000000003,4,4,-0.0202344,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Fernando Guanare,699121,sa3015496,sa3015496
WSN,Nationals,0.0387,0.0592,0,1,0,0,,1,4.801,1.0475,0.6947,0.65297,0.146778,0.7016,0.8326,0.0291,0.0435,5.87673,1.8801,6.3144,7.4934,0.842662,1.321,0.146136,0.173422,-0.027285978198051453,0.393439,0.266886,0.292773,0.707866,6.26835,3.8000000000000003,3.8000000000000003,4,4,-0.0202393,-0.0456797,0,,,,,,,,,,,,,,,,,,,,,,999,24,NL,Gavin Bruni,696491,sa3027900,sa3027900
CIN,Reds,0.0385,0.0594,0,1,0,0,,1,4.751,1.1532,0.7516,0.7101,0.190556,0.6063,0.6607,0.0288,0.0474,6.3909,1.8139,5.4567,5.9463,0.917663,1.715,0.127615,0.139065,-0.011450231075286865,0.400489,0.285241,0.296559,0.68663,6.52406,3.8000000000000003,3.8000000000000003,4,4,-0.0202464,-0.0417522,0,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Stephen Quigley,808839,sa3025572,sa3025572
,,0.0398,0.0581,0,1,0,0,,1,4.769,1.1085,0.716,0.67313,0.154333,0.6351,0.7301,0.0289,0.0508,6.05817,1.8386,5.7159,6.5709,0.869881,1.389,0.133173,0.153093,-0.019920319318771362,0.417989,0.277952,0.298301,0.691881,6.21397,3.8000000000000003,3.8000000000000003,4,4,-0.0202543,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Javier Ramos,681221,sa3020467,sa3020467
,,0.0398,0.0581,0,1,0,0,,1,4.773,1.1079,0.7155,0.67226,0.152,0.6319,0.736,0.029,0.0537,6.05034,1.8439,5.6871,6.624,0.85856,1.368,0.132391,0.154201,-0.021810173988342285,0.423997,0.278136,0.298775,0.691803,6.21644,3.8000000000000003,3.8000000000000003,4,4,-0.0202813,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,César Álvarez,691327,sa3015418,sa3015418
SFG,Giants,0.0402,0.0577,0,1,0,0,,1,4.733,1.0683,0.6787,0.63683,0.143,0.7152,0.7014,0.0287,0.0585,5.73147,1.7697,6.4368,6.3126,1.01968,1.287,0.151109,0.148194,0.002915695309638977,0.409672,0.268883,0.297056,0.695126,5.84344,3.8000000000000003,3.8000000000000003,4,4,-0.0203027,-0.0497595,0,,,,,,,,,,,,,,,,,,,,,,999,30,NL,Alix Hernandez,806672,sa3021479,sa3021479
PIT,Pirates,0.0391,0.0588,0,1,0,0,,1,4.789,1.1307,0.7205,0.67658,0.143889,0.5914,0.7443,0.0291,0.0428,6.08922,1.875,5.3226,6.6987,0.794572,1.295,0.123491,0.155419,-0.03192732483148575,0.429284,0.282541,0.30209,0.689849,6.18419,3.8000000000000003,3.8000000000000003,4,4,-0.0203036,-0.0443061,0,,,,,,,,,,,,,,,,,,,,,,999,27,NL,David Matoma,807968,sa3021761,sa3021761
HOU,Astros,0.04,0.0643,0.047,0.779,0,0,,1,4.737,1.1001,0.7196,0.67681,0.163333,0.6597,0.7181,0.0223,0.0444,6.09129,1.8182,5.9373,6.4629,0.918674,1.47,0.139265,0.151594,-0.012328475713729858,0.419251,0.27679,0.297248,0.691146,6.22657,3.8000000000000003,3.8000000000000003,4,4,-0.0203179,-0.0484843,0.0113,,,,,,,,,,,,,,,,,,,,,,999,21,AL,Jhoster Baez,823891,sa3024611,sa3024611
,,0.0398,0.058,0,1,0,0,,1,4.713,1.1436,0.7151,0.67296,0.165667,0.556,0.637,0.0286,0.0445,6.05664,1.7806,5.004,5.733,0.872841,1.491,0.117972,0.135158,-0.01718650758266449,0.407995,0.283666,0.295463,0.688011,6.2213,3.8000000000000003,3.8000000000000003,4,4,-0.0203348,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Ben Ethridge,805998,sa3020820,sa3020820
,,0.0399,0.058,0,1,0,0,,1,4.776,1.0895,0.7142,0.67193,0.154778,0.6678,0.7519,0.029,0.0524,6.04737,1.8414,6.0102,6.7671,0.88815,1.393,0.139824,0.157433,-0.0176088809967041,0.409001,0.274316,0.29682,0.693785,6.22455,3.8000000000000003,3.8000000000000003,4,4,-0.0203704,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Graham Firoved,681462,sa3020557,sa3020557
TEX,Rangers,0.0396,0.0583,0,1,0,0,,1,4.776,1.1161,0.7271,0.68458,0.161333,0.6323,0.7321,0.029,0.0487,6.16122,1.8482,5.6907,6.5889,0.86368,1.452,0.132391,0.153287,-0.020896151661872864,0.411691,0.27936,0.298219,0.691042,6.31027,3.8000000000000003,3.8000000000000003,4,4,-0.0203726,-0.0492908,0,,,,,,,,,,,,,,,,,,,,,,999,13,AL,Frank Martinez,808347,sa3022132,sa3022132
,,0.0397,0.0582,0,1,0,0,,1,4.733,1.1312,0.7204,0.67884,0.165556,0.601,0.6682,0.0287,0.0453,6.10956,1.7994,5.409,6.0138,0.899431,1.49,0.126981,0.141179,-0.0141981840133667,0.398996,0.281428,0.296852,0.688304,6.22586,3.8000000000000003,3.8000000000000003,4,4,-0.0203847,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Ezequiel Ventura,683652,sa3011859,sa3011859
,,0.04,0.0579,0,1,0,0,,1,4.789,1.0838,0.7117,0.66872,0.149667,0.6691,0.757,0.0291,0.0708,6.01848,1.8408,6.0219,6.813,0.883884,1.347,0.139716,0.158071,-0.018354564905166626,0.420992,0.273604,0.297264,0.692162,6.226,3.8000000000000003,3.8000000000000003,4,4,-0.0203863,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Josh Bortka,800857,sa3020596,sa3020596
WSN,Nationals,0.0387,0.0591,0,1,0,0,,1,4.831,1.0515,0.694,0.65002,0.135667,0.6839,0.8681,0.0293,0.0494,5.85018,1.9196,6.1551,7.8129,0.787812,1.221,0.141565,0.179694,-0.03812876343727112,0.426468,0.268685,0.296009,0.708576,6.2835,3.8000000000000003,3.8000000000000003,4,4,-0.0203955,-0.0456703,0,,,,,,,,,,,,,,,,,,,,,,999,24,NL,Bryant Olson,825926,sa3039129,sa3039129
,,0.0397,0.0582,0,1,0,0,,1,4.746,1.1312,0.7205,0.67816,0.161333,0.5989,0.687,0.0288,0.0442,6.10344,1.8182,5.3901,6.183,0.871761,1.452,0.12619,0.144753,-0.018562987446784973,0.410009,0.281758,0.298002,0.689366,6.22827,3.8000000000000003,3.8000000000000003,4,4,-0.0204112,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Tyler Stasiowski,811211,sa3025608,sa3025608
,,0.0398,0.0619,0.0275,0.8705,0,0,,1,4.703,1.1289,0.6882,0.64503,0.147111,0.6071,0.6248,0.0248,0.0488,5.80527,1.7537,5.4639,5.6232,0.971671,1.324,0.129088,0.132851,-0.003763556480407715,0.428428,0.280166,0.299766,0.688421,5.85418,3.8000000000000003,3.8000000000000003,4,4,-0.0204155,-0.0497501,0.0076,,,,,,,,,,,,,,,,,,,,,,999,,,Jorge Garcia,683517,sa3009229,sa3009229
ARI,Diamondbacks,0.0414,0.0565,0,1,0,0,,1,4.773,1.1146,0.6983,0.65512,0.135667,0.6356,0.7419,0.029,0.0435,5.89608,1.8565,5.7204,6.6771,0.856719,1.221,0.133166,0.155437,-0.02227112650871277,0.419555,0.279517,0.304363,0.694962,5.9838,3.8000000000000003,3.8000000000000003,4,4,-0.020424,-0.0452892,0,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Deyer Zapata,700345,sa3016063,sa3016063
TOR,Blue Jays,0.0404,0.0574,0,1,0,0,,1,4.769,1.1118,0.7186,0.67636,0.162333,0.6274,0.7036,0.0289,0.0553,6.08724,1.8154,5.6466,6.3324,0.8917,1.461,0.131558,0.147536,-0.01597820222377777,0.406152,0.27725,0.294832,0.690622,6.26737,3.8000000000000003,3.8000000000000003,4,4,-0.020429,-0.0495152,0,,,,,,,,,,,,,,,,,,,,,,999,14,AL,Jay Schueler,700849,sa3025300,sa3025300
,,0.0398,0.0581,0,1,0,0,,1,4.766,1.0872,0.7164,0.67508,0.160111,0.6812,0.7446,0.0289,0.0476,6.07572,1.8318,6.1308,6.7014,0.914854,1.441,0.142929,0.156232,-0.013302549719810486,0.393006,0.273592,0.295959,0.69381,6.23078,3.8000000000000003,3.8000000000000003,4,4,-0.0204388,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Francis Reynoso,692400,sa3015619,sa3015619
STL,Cardinals,0.0399,0.058,0,1,0,0,,1,4.735,1.0535,0.682,0.64094,0.150667,0.697,0.7429,0.0287,0.0444,5.76846,1.7964,6.273,6.6861,0.938215,1.356,0.147202,0.156895,-0.009693771600723267,0.390693,0.266864,0.291233,0.702885,6.0617,3.8000000000000003,3.8000000000000003,4,4,-0.020457,-0.0484393,0,,,,,,,,,,,,,,,,,,,,,,999,28,NL,Aaron Holiday,701569,sa3017937,sa3017937
SFG,Giants,0.0401,0.0577,0,1,0,0,,1,4.771,1.0621,0.6804,0.6368,0.133222,0.7291,0.7689,0.029,0.0474,5.7312,1.831,6.5619,6.9201,0.948238,1.199,0.152819,0.161161,-0.008342072367668152,0.433466,0.268567,0.300377,0.69967,5.85773,3.8000000000000003,3.8000000000000003,4,4,-0.0204757,-0.0497688,0,,,,,,,,,,,,,,,,,,,,,,999,30,NL,Liam Simon,687216,sa3020256,sa3020256
,,0.0399,0.058,0,1,0,0,,1,4.785,1.0616,0.7125,0.67107,0.155889,0.7199,0.7961,0.029,0.0424,6.03963,1.8577,6.4791,7.1649,0.904283,1.403,0.150449,0.166374,-0.015924781560897827,0.393011,0.268998,0.294952,0.698525,6.23739,3.8000000000000003,3.8000000000000003,4,4,-0.0205113,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Doug Kirkland,687393,sa3023095,sa3023095
MIL,Brewers,0.0378,0.0731,0.094,0.558,0,0,,1,4.661,1.1511,0.7207,0.68037,0.186556,0.5753,0.567,0.0155,0.0435,6.12333,1.7181,5.1777,5.103,1.01464,1.679,0.123428,0.121648,0.0017807334661483765,0.386436,0.284187,0.293295,0.684594,6.24126,3.8000000000000003,3.8000000000000003,4,4,-0.020517,-0.0467971,0.0229,,,,,,,,,,,,,,,,,,,,,,999,23,NL,Griffin Tobias,827437,sa3067389,sa3067389
CHC,Cubs,1.0634,1.0917,0,22,0,0.7226,,22,94.421,21.6817,11.2382,10.4569,3.11178,19.2765,7.6493,0.5372,0.9705,4.27781,1.33323,7.88584,3.12926,2.52003,1.273,0.204155,0.0810127,0.12314210087060928,0.407344,0.252697,0.292841,0.724451,4.39693,83.7,3.8045454545454547,86,3.909090909090909,-0.0205265,0.0471934,0,0.582098,2.45375,2.52185,7.78,6.21,5.27,4.59,4.03,3.54,3.08,2.62,2.09,5.36,5.07,4.87,4.71,4.56,4.42,4.27,4.1,3.88,999,17,NL,Trent Thornton,663423,17948,17948
,,0.0398,0.0581,0,1,0,0,,1,4.789,1.1571,0.7169,0.66966,0.138,0.5129,0.7318,0.0291,0.0467,6.02694,1.8889,4.6161,6.5862,0.700875,1.242,0.1071,0.152809,-0.04570891708135605,0.479999,0.288518,0.30334,0.69116,6.23884,3.8000000000000003,3.8000000000000003,4,4,-0.0205271,-0.0470134,0,,,,,,,,,,,,,,,,,,,,,,999,-1,,Luis Talavera,682803,sa3009212,sa3009212
,,0.0395,0.0618,0.0251,0.8821,0,0,,1,4.762,1.1232,0.7137,0.66919,0.150556,0.5755,0.7142,0.0254,0.0528,6.02271,1.8374,5.1795,6.4278,0.805797,1.355,0.120853,0.149979,-0.02912641316652298,0.441006,0.281151,0.297541,0.690818,6.24236,3.8000000000000003,3.8000000000000003,4,4,-0.0205658,-0.0470134,0.0059,,,,,,,,,,,,,,,,,,,,,,999,-1,,Engert Garcia,812162,sa3021817,sa3021817
CHC,Cubs,0.0408,0.0571,0,1,0,0,,1,4.739,1.0668,0.6989,0.65686,0.153889,0.6926,0.7427,0.0288,0.0543,5.91174,1.8095,6.2334,6.6843,0.932543,1.385,0.146149,0.156721,-0.010571852326393127,0.409349,0.270624,0.294915,0.696714,6.14149,3.8000000000000003,3.8000000000000003,4,4,-0.0205828,-0.0476476,0,,,,,,,,,,,,,,,,,,,,,,999,17,NL,Lisandro Almonte,699226,sa3015497,sa3015497
CIN,Reds,0.0385,0.0594,0,1,0,0,,1,4.808,1.1172,0.7516,0.70876,0.177111,0.6591,0.772,0.0292,0.0412,6.37884,1.8892,5.9319,6.948,0.853756,1.594,0.137084,0.160566,-0.023481696844100952,0.414846,0.279664,0.297629,0.693133,6.55898,3.8000000000000003,3.8000000000000003,4,4,-0.020612,-0.0417522,0,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Gabe Starks,694784,sa3023443,sa3023443
