Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
STL,Cardinals,0.4969,0.6228,1.62,1.62,0,0,,9.234,40.13,9.3316,4.9316,4.57704,1.26916,7.473,3.5452,0.0368,0.3448,4.46105,1.3945,7.28363,3.45536,2.10792,1.237,0.18622,0.0883429,0.0978768989443779,0.421662,0.257494,0.293203,0.715786,4.56714,32.90000000000001,3.655555555555557,34,3.7777777777777777,0.0598965,0.0529408,0.7065,0.635984,3.85,3.90217,9.29,6.79,5.42,4.47,3.73,3.12,2.57,2.05,1.5,5.64,5.32,5.11,4.93,4.77,4.61,4.45,4.27,4.03,999,28,NL,Tink Hence,693311,sa3014709,sa3014709
ATL,Braves,1.4814,1.4576,0,30,0,0.6465,,30,128.921,29.536,15.1963,14.1417,4.03667,27.4535,10.4752,0.7102,1.3824,4.24252,1.33371,8.23605,3.14256,2.62081,1.211,0.212948,0.0812529,0.13169537484645844,0.407573,0.252308,0.297983,0.722206,4.23989,119.80000000000001,3.9933333333333336,123,4.1,0.0597189,0.0939917,0,0.602609,1.99709,2.08602,7.25,5.98,5.21,4.63,4.15,3.71,3.3,2.87,2.37,5.35,5.05,4.84,4.67,4.52,4.37,4.22,4.05,3.82,999,16,NL,Hunter Stratton,676702,23455,23455
CLE,Guardians,1.8588,2.1957,1.62,31.62,0,0.6772,,39.1273,170.064,37.5224,20.2935,18.9231,5.6865,35.1622,16.6577,0.8166,1.3936,4.35266,1.38471,8.08795,3.83158,2.11087,1.308,0.206759,0.0979496,0.10880905389785767,0.377492,0.246837,0.286387,0.733175,4.61119,136,3.4871794871794872,137,3.5128205128205128,0.0594011,0.0695172,0.6084,0.55131,2.52857,2.59151,7.89217,6.27824,5.32895,4.64331,4.07566,3.58434,3.12468,2.66436,2.1387,5.39128,5.12428,4.93195,4.77962,4.63729,4.50262,4.36029,4.19796,3.99329,999,5,AL,Doug Nikhazy,680951,30142,30142
LAD,Dodgers,1.141,1.0144,0,22,0,0.7772,,22,94.299,20.4711,10.8016,10.0044,2.93089,21.7578,8.9549,0.58,0.908,4.0927,1.33755,8.90092,3.66337,2.42971,1.199,0.230732,0.0949628,0.13576918095350266,0.438029,0.242445,0.293573,0.735481,4.23398,91.9,4.177272727272728,89,4.045454545454546,0.0568461,0.0674886,0,0.522636,2.41678,2.47265,7.53,5.98,5.07,4.4,3.86,3.38,2.93,2.49,1.98,5.1,4.85,4.67,4.52,4.39,4.26,4.13,3.97,3.77,999,22,NL,Bobby Miller,676272,27483,27483
WSN,Nationals,0.9485,1.0106,0,20,0,0.6452,,20,85.948,18.0499,9.6408,8.94642,2.48,19.983,8.8329,0.5215,0.8131,4.02589,1.34414,8.99235,3.97481,2.26234,1.116,0.232501,0.10277,0.12973076105117798,0.401442,0.236559,0.289194,0.736498,4.19574,90.60000000000001,4.53,88,4.4,0.0564892,0.0664756,0,0.638847,2.72943,2.8032,7.77,5.99,4.97,4.23,3.64,3.14,2.67,2.22,1.71,5.18,4.86,4.63,4.45,4.29,4.14,3.97,3.79,3.56,999,24,NL,Luis Perales,691384,sa3014677,sa3014677
COL,Rockies,1.1735,1.8002,3.24,11.24,0,0.6093,,25.487,113.241,26.7922,15.8956,14.9959,4.34978,23.071,11.0855,0.272,1.4241,5.29538,1.48616,8.14686,3.91453,2.08119,1.536,0.203734,0.097893,0.10584063082933426,0.376978,0.265977,0.306128,0.691522,5.01586,79.60000000000001,3.184,87,3.48,0.0559996,0.0816958,0.8707,0.69061,3.37534,3.44771,9.80708,7.64656,6.39984,5.5002,4.77881,4.15625,3.58312,3.01253,2.37078,6.52006,6.17947,5.94261,5.74889,5.57203,5.39831,5.22145,5.02459,4.76086,999,19,NL,McCade Brown,685326,30004,30004
COL,Rockies,1.8868,2.2267,0,42,0,0.6093,,42,185.594,43.7804,23.9383,22.2828,5.586,37.4327,19.3371,1.1067,1.7394,4.77488,1.5028,8.02129,4.14366,1.9358,1.197,0.201691,0.10419,0.09750101715326309,0.461338,0.266114,0.31436,0.708522,4.58709,137.6,3.276190476190476,147,3.5,0.0544748,0.11787,0,0.671051,1.84678,1.96492,7.7,6.54,5.82,5.26,4.79,4.36,3.95,3.51,2.98,6.01,5.68,5.45,5.26,5.09,4.92,4.75,4.56,4.3,693.489990234375,19,NL,Seth Halvorsen,678020,33294,33294
NYY,Yankees,0.7973,0.7702,0,16,0,0.691,,16,67.969,14.6493,7.8379,7.35294,2.43378,15.5816,5.3043,0.4871,0.9,4.13603,1.2471,8.76465,2.98367,2.93754,1.369,0.229246,0.07804,0.15120569616556168,0.33742,0.237179,0.279216,0.73223,4.32819,72.80000000000001,4.550000000000001,72,4.5,0.0544342,0.00334506,0,0.51537,2.83147,2.87799,7.92,6.1,5.05,4.29,3.69,3.17,2.7,2.24,1.72,5.08,4.83,4.66,4.51,4.38,4.25,4.12,3.97,3.77,999,9,AL,Osvaldo Bido,674370,23150,23150
BOS,Red Sox,1.0684,1.0868,0,22,0,0.676,,22,94.868,22.8095,11.1071,10.2467,2.63267,17.5725,7.4526,0.5757,0.8633,4.19183,1.37555,7.18875,3.04879,2.3579,1.077,0.185231,0.0785576,0.10667349398136139,0.46202,0.263535,0.304111,0.720753,4.22729,82.10000000000001,3.7318181818181824,87,3.9545454545454546,0.0534913,0.0833649,0,0.641853,2.44278,2.5257,7.72,6.15,5.21,4.53,3.97,3.48,3.02,2.57,2.04,5.39,5.06,4.84,4.66,4.5,4.34,4.18,4,3.76,999,3,AL,Jake Bennett,687562,sa3020737,sa3020737
CLE,Guardians,1.1002,1.1528,0,23,0,0.6772,,23,99.138,20.9683,11.1084,10.2859,2.806,23.5214,10.0159,0.6016,1.1104,4.02491,1.34714,9.20403,3.91927,2.34841,1.098,0.237259,0.10103,0.13622930645942688,0.422365,0.238244,0.29444,0.734622,4.12705,97.70000000000002,4.247826086956523,95,4.130434782608695,0.0525247,0.0666761,0,0.626048,2.34855,2.43056,7.4,5.89,4.99,4.33,3.79,3.33,2.89,2.45,1.94,5.17,4.85,4.64,4.46,4.3,4.15,3.99,3.81,3.58,999,5,AL,Franco Aleman,680916,sa3018178,sa3018178
SDP,Padres,0.8845,0.8788,0,18,0,0.6518,,18,76.694,17.6619,8.7215,8.05496,2.238,15.6523,5.9316,0.4126,0.6773,4.02748,1.31075,7.82615,2.9658,2.6388,1.119,0.204088,0.0773411,0.1267465502023697,0.441279,0.252006,0.295506,0.726871,4.11381,76.80000000000003,4.266666666666668,79,4.388888888888889,0.0513939,0.0194993,0,0.591428,2.65797,2.72297,7.72,6,5,4.28,3.7,3.2,2.74,2.28,1.77,5.14,4.84,4.64,4.47,4.32,4.18,4.03,3.86,3.63,999,29,NL,Jhony Brito,666745,25386,25386
LAA,Angels,1.831,2.0869,0,40,0,0.6185,,40,174.14,36.4014,20.7763,19.4525,5.74222,41.8635,19.6284,1.1182,1.5446,4.37681,1.40075,9.41929,4.41639,2.1328,1.292,0.240401,0.112716,0.12768517434597015,0.36436,0.237969,0.290991,0.73459,4.49616,150.6,3.7649999999999997,144,3.6,0.0509007,0.00321002,0,0.640905,2.11434,2.20934,7.51,6.17,5.35,4.74,4.23,3.77,3.34,2.9,2.38,5.52,5.19,4.97,4.79,4.63,4.47,4.31,4.13,3.89,999,1,AL,José Fermin,820862,33908,33908
COL,Rockies,0.4365,0.6863,1.62,1.62,0,0,,9.234,40.482,10.4631,5.7201,5.38622,1.70008,6.7992,2.7231,0.0371,0.4046,5.24973,1.42801,6.6269,2.65409,2.49686,1.657,0.167956,0.0672669,0.10068920999765396,0.381011,0.280104,0.303691,0.690916,5.07208,21.000000000000007,2.333333333333334,24,2.6666666666666665,0.0508268,0.0405979,0.566,0.65444,4.0495,4.10204,10.43,7.81,6.34,5.31,4.49,3.8,3.18,2.58,1.93,6.43,6.11,5.89,5.7,5.54,5.38,5.21,5.02,4.77,999,19,NL,Sean Sullivan,807743,sa3023162,sa3023162
SDP,Padres,2.165,2.1454,0,44,0,0.6518,,44,189.166,39.8387,21.2606,19.8381,6.03778,45.2065,19.4915,1.3003,1.3217,4.05779,1.34841,9.24678,3.9869,2.31929,1.235,0.238978,0.103039,0.13593880832195282,0.36204,0.236638,0.288629,0.748263,4.28327,181.8,4.131818181818182,176,4,0.0507495,0.152945,0,0.562343,1.6259,1.7204,6.59,5.57,4.94,4.45,4.04,3.67,3.31,2.93,2.48,5.09,4.81,4.61,4.46,4.31,4.17,4.03,3.87,3.66,999,29,NL,Yuki Matsui,673513,33826,33826
ARI,Diamondbacks,0.9931,0.9662,0,20,0,0.6469,,20,86.059,20.1489,9.9126,9.14613,2.20444,17.4422,7.1469,0.4133,0.7655,4.11576,1.36479,7.84899,3.2161,2.44053,0.992,0.202677,0.0830465,0.11963071674108505,0.457235,0.257835,0.306743,0.71803,4.01067,85.4,4.2700000000000005,88,4.4,0.0488722,0.0659951,0,0.597347,2.54407,2.61325,7.72,6.08,5.12,4.42,3.85,3.35,2.89,2.44,1.92,5.24,4.95,4.74,4.57,4.42,4.27,4.12,3.95,3.73,999,15,NL,Derek Law,571882,13133,13133
TOR,Blue Jays,0.5138,0.4659,0,10,0,0.6481,,10,42.319,9.9897,4.5607,4.17526,1.12111,8.3164,2.8576,0.3549,0.3311,3.75773,1.28473,7.48476,2.57184,2.91027,1.009,0.196517,0.0675252,0.12899169325828552,0.468187,0.255293,0.298678,0.734775,3.88591,46.7,4.67,48,4.8,0.0484264,0.00541675,0,,,,,,,,,,,,,,,,,,,,,,999,14,AL,Joe Mantiply,573009,14857,14857
STL,Cardinals,1.5282,1.6065,0,32,0,0.6663,,32,138.348,32.3815,15.7431,14.489,3.77244,24.6816,11.4898,0.8374,1.4752,4.07503,1.37098,6.9417,3.23151,2.14813,1.061,0.178402,0.08305,0.09535229951143265,0.44964,0.258261,0.295155,0.728901,4.34056,122.40000000000002,3.8250000000000006,126,3.9375,0.0476243,0.0488322,0,0.608135,2.00546,2.09564,7.12,5.84,5.07,4.48,4,3.57,3.16,2.74,2.25,5.23,4.92,4.71,4.54,4.39,4.24,4.08,3.91,3.68,999,28,NL,Nick Raquet,675919,20333,20333
CLE,Guardians,0.3864,0.3972,0,8,0,0.6772,,8,34.217,7.3922,3.7896,3.50059,0.957333,7.977,3.1793,0.2201,0.3426,3.93816,1.32144,8.97412,3.57671,2.50904,1.077,0.23313,0.0929158,0.14021393656730652,0.435441,0.240827,0.29571,0.734669,4.01727,39.7,4.9625,38,4.75,0.0468879,0.00512637,0,0.638927,3.95111,4.00244,8.61,6.07,4.72,3.8,3.11,2.54,2.05,1.59,1.12,5.1,4.78,4.56,4.38,4.22,4.06,3.9,3.72,3.48,999,5,AL,Codi Heuer,676051,23293,23293
TBR,Rays,0.3921,0.3916,0,8,0,0.6597,,8,34.423,6.9056,3.6713,3.38596,0.880889,8.7763,3.8462,0.2089,0.3583,3.80921,1.34398,9.87334,4.32697,2.28181,0.991,0.254955,0.111733,0.14322111755609512,0.426958,0.228522,0.293012,0.743863,3.94919,38.7,4.8375,37,4.625,0.0468452,0.0141813,0,0.630051,3.89963,3.9502,8.38,5.88,4.55,3.66,2.98,2.43,1.96,1.51,1.06,4.96,4.64,4.42,4.24,4.08,3.93,3.77,3.59,3.36,999,12,AL,Evan Reifert,682126,sa3014860,sa3014860
ATL,Braves,0.4172,0.3666,0,8,0,0.6465,,8,33.613,6.9572,3.6138,3.37043,1.00978,9.1719,2.9518,0.1828,0.2747,3.79173,1.23863,10.3184,3.32078,3.10722,1.136,0.272868,0.0878172,0.18505042791366577,0.369078,0.228957,0.294357,0.741021,3.69299,41.7,5.2125,40,5,0.0467475,0.0250692,0,0.542294,3.87352,3.9113,8.27,5.79,4.48,3.6,2.93,2.39,1.92,1.48,1.04,4.78,4.51,4.32,4.17,4.03,3.9,3.76,3.6,3.4,999,16,NL,AJ Smith-Shawver,700363,29960,29960
TEX,Rangers,0.4571,0.6178,1.62,1.62,0,0,,8.4515,37.166,9.1333,4.9888,4.6759,1.37666,6.3757,2.8566,0.0166,0.4236,4.97936,1.41867,6.78948,3.04199,2.23192,1.466,0.171547,0.0768606,0.09468600898981094,0.389818,0.269532,0.296809,0.695756,4.90828,26.500000000000007,3.312500000000001,30,3.75,0.0462292,-0.0119866,0.4869,0.504209,4.16577,4.19618,10.18,7.49,6.01,4.97,4.17,3.5,2.89,2.32,1.71,5.97,5.73,5.56,5.42,5.29,5.16,5.03,4.88,4.68,999,13,AL,Cal Quantrill,615698,19312,19312
SFG,Giants,0.5878,0.5878,0,12,0,0.656,,12,51.392,11.0264,5.6506,5.24387,1.448,11.9729,4.5891,0.3806,0.515,3.9329,1.30129,8.97968,3.44182,2.60899,1.086,0.232972,0.089296,0.14367607235908508,0.388889,0.238213,0.291429,0.733344,3.98434,57.90000000000001,4.825000000000001,57,4.75,0.0454278,0.00440198,0,0.574999,3.09084,3.14387,7.95,5.94,4.81,4.02,3.4,2.87,2.4,1.95,1.45,4.99,4.7,4.5,4.34,4.2,4.05,3.91,3.74,3.53,999,30,NL,Michael Fulmer,605242,13218,13218
CIN,Reds,1.6615,1.9984,1.62,27.62,0,0.6526,,35.0807,151.225,36.6653,19.328,18.0458,5.78442,27.733,10.531,0.9869,1.8735,4.62967,1.34536,7.11494,2.70174,2.63346,1.484,0.183389,0.069638,0.11375102400779724,0.415836,0.26412,0.293257,0.712779,4.75839,109.99999999999999,3.1428571428571423,118,3.3714285714285714,0.0453276,0.133866,0.5617,0.611479,2.74716,2.81766,8.45231,6.69686,5.66414,4.91578,4.30589,3.77411,3.2827,2.78164,2.22316,5.75673,5.45155,5.24896,5.07378,4.9212,4.76861,4.61602,4.43343,4.19825,999,18,NL,Julian Aguiar,687924,30031,30031
ATH,Athletics,0.548,0.5296,0,11,0,0.6351,,11,47.109,11.8156,5.4624,4.98995,1.19411,7.5781,3.1758,0.2839,0.4865,4.08269,1.36285,6.20026,2.59838,2.3862,0.977,0.160863,0.0674139,0.09344923496246338,0.528585,0.271956,0.30632,0.71541,4.16733,48.900000000000006,4.445454545454546,53,4.818181818181818,0.0445176,0.0880638,0,0.577197,3.4328,3.48098,8.52,6.29,5.06,4.2,3.53,2.96,2.46,1.97,1.46,5.23,4.94,4.74,4.58,4.43,4.29,4.14,3.98,3.76,999,10,AL,Joel Kuhnel,669270,19995,19995
CLE,Guardians,0.4697,0.6513,1.62,1.62,0,0,,9.234,40.804,9.6184,5.1589,4.7814,1.24967,7.0777,3.9197,0.0374,0.5042,4.66023,1.46611,6.89834,3.82037,1.80567,1.218,0.173456,0.0960617,0.07739437371492386,0.45007,0.264386,0.298321,0.710791,4.79877,27.30000000000001,3.0333333333333345,31,3.4444444444444446,0.0430361,0.0447967,0.671,0.560117,3.91186,3.95176,9.62,7.09,5.69,4.71,3.95,3.32,2.75,2.21,1.63,5.76,5.49,5.3,5.14,5,4.86,4.72,4.55,4.34,999,5,AL,Ryan Webb,669067,sa3018280,sa3018280
WSN,Nationals,1.0246,1.1303,0,22,0,0.6452,,22,94.95,21.243,10.9857,10.1735,2.73533,19.7873,8.7322,0.5968,0.9507,4.1619,1.36251,8.0948,3.57226,2.26602,1.119,0.208397,0.0919663,0.11643075942993164,0.428901,0.249135,0.294969,0.726294,4.27302,85.30000000000001,3.877272727272728,85,3.8636363636363638,0.0428858,0.0731526,0,0.62291,2.43266,2.51115,7.65,6.08,5.16,4.48,3.92,3.44,2.98,2.53,2.01,5.31,5,4.79,4.61,4.45,4.3,4.14,3.96,3.73,999,24,NL,Gus Varland,681402,24737,24737
NYY,Yankees,0.3162,0.2716,0,6,0,0.691,,6,25.435,5.5202,2.6098,2.37299,0.615333,5.6948,2.2376,0.1543,0.2155,3.55948,1.29297,8.5422,3.3564,2.54505,0.923,0.223896,0.0879733,0.13592293858528137,0.498759,0.240198,0.294202,0.746484,3.79664,26.500000000000007,4.416666666666668,27,4.5,0.0426869,0.0012982,0,0.527998,4.40012,4.43168,8.3,5.57,4.17,3.26,2.59,2.06,1.61,1.21,0.81,4.61,4.34,4.16,4.01,3.88,3.75,3.62,3.47,3.27,999,9,AL,Elmer Rodríguez,695684,sa3019459,sa3019459
BOS,Red Sox,1.3385,1.4043,0,28,0,0.676,,28,121.055,28.5165,14.586,13.512,3.52178,23.4376,10.2883,0.7346,1.0494,4.34315,1.38589,7.53351,3.30695,2.27808,1.132,0.193611,0.0849886,0.10862252116203308,0.449914,0.259909,0.302022,0.714961,4.31089,99.6,3.557142857142857,105,3.75,0.0416719,0.00698094,0,0.61613,2.19082,2.27581,7.6,6.21,5.37,4.74,4.22,3.75,3.31,2.86,2.34,5.5,5.19,4.98,4.8,4.65,4.5,4.34,4.16,3.93,999,3,AL,Ryan Watson,670245,sa3015070,sa3015070
NYY,Yankees,0.5133,0.4663,0,10,0,0.691,,10,42.955,8.5832,4.6033,4.26143,1.23444,10.9396,4.5228,0.2607,0.5141,3.83529,1.3106,9.84564,4.07052,2.41877,1.111,0.254676,0.105292,0.14938422292470932,0.403155,0.226362,0.285454,0.747308,4.06306,46.300000000000004,4.630000000000001,45,4.5,0.0412495,0.00205717,0,0.583828,3.49253,3.54099,8.14,5.87,4.64,3.8,3.15,2.61,2.14,1.69,1.22,4.91,4.62,4.42,4.25,4.1,3.96,3.81,3.65,3.43,999,9,AL,Carlos Lagrange,801739,sa3019390,sa3019390
ATL,Braves,2.7452,2.6429,0,55,0,9.778,,55,235.244,54.2505,27.2519,25.3141,7.26611,50.4022,18.0658,1.6505,2.3204,4.14231,1.31484,8.24763,2.95622,2.78992,1.189,0.214255,0.076796,0.13745897263288498,0.412556,0.252495,0.298903,0.725164,4.13175,260.5,4.736363636363636,264,4.8,0.0410038,0.22315,0,0.567477,1.56259,1.66244,6.63,5.66,5.05,4.58,4.18,3.81,3.46,3.08,2.63,5.2,4.92,4.73,4.57,4.42,4.28,4.14,3.98,3.76,999,16,NL,Joel Payamps,606303,14332,14332
LAA,Angels,0.4585,0.6542,1.62,1.62,0,0,,9.0841,39.965,9.2028,5.1179,4.77859,1.41308,7.6354,4.0579,0.0353,0.3319,4.73435,1.45977,7.56471,4.02033,1.88161,1.4,0.191052,0.101536,0.08951582759618759,0.397213,0.258686,0.293656,0.721727,4.92603,34.90000000000001,3.877777777777779,36,4,0.0406097,0.063168,0.6334,0.588806,3.95514,3.99873,9.71,7.15,5.73,4.75,3.98,3.34,2.76,2.22,1.63,5.84,5.55,5.35,5.19,5.04,4.89,4.74,4.57,4.34,999,1,AL,Mitch Farris,815083,33628,33628
CLE,Guardians,2.8265,3.0507,0,60,0,12.6411,,60,257.069,56.4468,29.8612,27.7958,8.09333,57.1283,22.5087,1.5121,2.8733,4.16937,1.31593,8.56925,3.3763,2.53805,1.214,0.222229,0.087559,0.1346704587340355,0.397624,0.243634,0.290472,0.72598,4.25352,288,4.8,284,4.733333333333333,0.0401998,0.0384736,0,0.570269,1.47126,1.57791,6.55,5.63,5.06,4.61,4.23,3.87,3.53,3.17,2.73,5.23,4.94,4.75,4.59,4.44,4.3,4.16,3.99,3.78,999,5,AL,Matt Festa,670036,19330,19330
ATH,Athletics,0.4985,0.4811,0,10,0,0.6351,,10,42.937,10.1352,4.9578,4.55566,1.14556,8.109,3.41,0.2605,0.509,4.10009,1.35452,7.2981,3.069,2.37801,1.031,0.188858,0.0794187,0.1094394102692604,0.489469,0.259757,0.302036,0.719127,4.17826,43.7,4.37,45,4.5,0.0394219,0.0343172,0,0.555471,3.5981,3.64073,8.64,6.31,5.03,4.14,3.46,2.88,2.38,1.89,1.38,5.19,4.91,4.72,4.57,4.43,4.29,4.15,3.99,3.78,999,10,AL,Henry Baez,692013,sa3016584,sa3016584
COL,Rockies,2.4674,2.9192,0,55,0,9.2154,,55,241.652,56.9584,31.4277,29.4596,8.18278,51.325,22.4335,1.3214,2.9474,4.82066,1.44349,8.39864,3.67094,2.28787,1.339,0.212392,0.0928339,0.11955829709768295,0.409416,0.263366,0.311142,0.70602,4.5873,223.40000000000003,4.061818181818182,234,4.254545454545455,0.0393291,0.193531,0,0.595407,1.61547,1.7217,7.41,6.42,5.79,5.3,4.88,4.49,4.11,3.71,3.21,5.93,5.63,5.43,5.26,5.11,4.96,4.81,4.64,4.41,999,19,NL,Keegan Thompson,624522,19795,19795
STL,Cardinals,0.4895,0.6305,1.62,1.62,0,0,,9.234,40.27,9.9754,5.0113,4.63216,1.26301,5.8049,3.0719,0.0369,0.3733,4.51478,1.41296,5.6578,2.99405,1.88968,1.231,0.144149,0.0762826,0.06786690652370453,0.442646,0.270888,0.292786,0.712469,4.77526,31.30000000000001,3.477777777777779,35,3.888888888888889,0.039181,0.0529311,0.6969,0.560554,3.87199,3.91236,9.4,6.89,5.51,4.56,3.81,3.19,2.64,2.11,1.55,5.62,5.34,5.15,5,4.85,4.71,4.57,4.41,4.19,999,28,NL,Pete Hansen,677337,sa3020798,sa3020798
STL,Cardinals,0.5982,0.5774,0,12,0,0.6663,,12,51.37,10.8847,5.4151,4.98049,1.34667,11.8915,4.998,0.2654,0.5116,3.73537,1.32356,8.91862,3.7485,2.37925,1.01,0.231487,0.0972941,0.13419311493635178,0.430655,0.237344,0.292378,0.747826,3.98951,57.90000000000001,4.825000000000001,57,4.75,0.0388737,0.122732,0,0.548915,3.16146,3.20876,7.78,5.73,4.59,3.8,3.19,2.67,2.21,1.77,1.31,4.78,4.51,4.32,4.16,4.02,3.89,3.75,3.59,3.39,999,28,NL,Zack Thompson,668868,25918,25918
PHI,Phillies,0.9605,0.9986,0,20,0,0.6364,,20,86.543,19.3159,10.4377,9.71487,2.75333,17.6908,8.2203,0.5437,0.9988,4.37169,1.37681,7.96086,3.69913,2.15209,1.239,0.204416,0.0949851,0.10943115502595901,0.412288,0.249805,0.291186,0.722018,4.53859,74.69999999999999,3.7349999999999994,74,3.7,0.0388039,0.0823653,0,0.631313,2.59409,2.6698,8.04,6.37,5.39,4.67,4.08,3.57,3.09,2.62,2.07,5.53,5.21,4.99,4.82,4.66,4.5,4.34,4.16,3.92,999,26,NL,Lou Trivino,642152,15043,15043
MIN,Twins,0.6832,0.6883,0,14,0,0.6406,,14,60.501,12.9331,6.8577,6.37213,1.67689,14.381,6.1843,0.3557,0.5498,4.09637,1.36553,9.24493,3.97562,2.3254,1.078,0.237699,0.102218,0.1354803964495659,0.402333,0.24054,0.298502,0.73106,4.08084,56.20000000000003,4.014285714285717,55,3.9285714285714284,0.0386326,0.0276194,0,0.595476,3.02683,3.08485,8.11,6.14,5.03,4.24,3.61,3.08,2.59,2.12,1.61,5.19,4.89,4.69,4.52,4.37,4.22,4.07,3.9,3.68,999,8,AL,Julian Merryweather,657240,16703,16703
LAA,Angels,1.2225,1.3243,0,26,0,0.6185,,26,112.896,25.37,12.8273,11.7797,2.86,22.8749,11.5016,0.7041,1.2993,4.07759,1.41814,7.91823,3.98132,1.98885,0.99,0.202619,0.101878,0.10074139386415482,0.48681,0.253459,0.302716,0.73155,4.28256,101.5,3.9038461538461537,102,3.923076923076923,0.038213,0.0675795,0,0.611238,2.22731,2.30966,7.38,5.95,5.09,4.46,3.94,3.48,3.05,2.61,2.1,5.24,4.94,4.73,4.55,4.4,4.25,4.09,3.92,3.69,999,1,AL,Tayler Saucedo,642048,17888,17888
CHW,White Sox,0.5651,0.6103,0,12,0,0.5969,,12,51.151,11.3194,5.9278,5.53632,1.748,11.4057,4.216,0.3104,0.4952,4.15224,1.29462,8.55427,3.162,2.70534,1.311,0.222981,0.0824226,0.14055833220481873,0.375939,0.243744,0.287549,0.734066,4.30565,49.600000000000016,4.133333333333335,48,4,0.0381402,0.0264443,0,0.557084,3.28012,3.32709,8.37,6.24,5.05,4.21,3.56,3.01,2.51,2.03,1.51,5.18,4.9,4.71,4.55,4.41,4.27,4.13,3.97,3.76,999,4,AL,Riley Gowens,803035,sa3022948,sa3022948
STL,Cardinals,0.7913,0.7761,0,16,0,0.6663,,16,67.998,15.3041,7.3376,6.75931,1.91467,13.9465,5.2082,0.4126,0.7546,3.80211,1.28202,7.84491,2.92961,2.6778,1.077,0.205102,0.0765934,0.12850818037986755,0.423661,0.2467,0.289978,0.738833,4.06552,68.80000000000001,4.300000000000001,68,4.25,0.0378291,0.128788,0,0.530198,2.75665,2.80717,7.52,5.73,4.72,3.99,3.41,2.92,2.47,2.03,1.55,4.82,4.56,4.38,4.23,4.09,3.96,3.83,3.68,3.47,999,28,NL,Brycen Mautz,802408,sa3020710,sa3020710
CHW,White Sox,0.9858,1.0712,0,21,0,0.5969,,21,89.096,21.7884,10.438,9.68116,3.08467,15.4224,5.3362,0.5406,0.6584,4.14907,1.29165,6.6096,2.28694,2.89015,1.322,0.173099,0.0598927,0.11320598050951958,0.411788,0.262191,0.289557,0.731674,4.43226,77.3,3.6809523809523808,82,3.9047619047619047,0.0373757,0.0978361,0,0.557775,2.48548,2.5473,7.67,6.07,5.13,4.45,3.89,3.4,2.94,2.49,1.97,5.2,4.93,4.74,4.58,4.44,4.3,4.16,4,3.79,999,4,AL,Shane Murphy,690294,sa3020389,sa3020389
SDP,Padres,0.4894,0.6229,1.62,1.62,0,0,,9.1046,39.329,9.5062,5.1009,4.77147,1.48203,6.9748,2.8413,0.028,0.444,4.71665,1.35618,6.89467,2.80866,2.45479,1.465,0.177345,0.0722444,0.10510057210922241,0.393608,0.263741,0.290869,0.705426,4.80162,33.30000000000001,3.700000000000001,37,4.111111111111111,0.0369037,0.0485687,0.6399,0.534077,3.94308,3.97908,9.66,7.11,5.7,4.72,3.96,3.32,2.75,2.2,1.62,5.74,5.48,5.3,5.15,5.01,4.88,4.74,4.59,4.38,999,29,NL,Matt Waldron,663362,25550,25550
BAL,Orioles,1.0425,1.0147,0,21,0,0.6611,,21,89.552,21.4869,10.5101,9.75564,2.87,18.2611,6.0011,0.6681,0.6943,4.18099,1.30895,7.82619,2.5719,3.04296,1.23,0.203916,0.0670125,0.13690370321273804,0.42293,0.259326,0.301608,0.723387,4.12914,82.9,3.947619047619048,85,4.0476190476190474,0.0356979,-0.0363848,0,0.528875,2.28402,2.34446,7.48,6.03,5.17,4.52,4,3.53,3.09,2.65,2.13,5.2,4.94,4.76,4.61,4.47,4.34,4.21,4.05,3.85,999,2,AL,Albert Suárez,544150,6175,6175
MIA,Marlins,2.2383,2.4633,0,48,0,4.0878,,48,207.254,45.0461,24.2472,22.6367,6.69867,46.428,19.441,1.3567,1.7925,4.24439,1.34348,8.70525,3.64519,2.38815,1.256,0.224015,0.0938028,0.1302122101187706,0.369366,0.242157,0.288557,0.730188,4.34195,197.10000000000002,4.10625,194,4.041666666666667,0.0352694,0.166491,0,0.573975,1.65417,1.75092,6.83,5.8,5.16,4.66,4.24,3.86,3.49,3.1,2.63,5.3,5.01,4.82,4.66,4.51,4.37,4.22,4.06,3.84,999,20,NL,Lake Bachar,669199,19222,19222
