Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIN,Twins,121.695,470.87,524.422,117.341,61.5108,24.7481,3.7142,27.3682,78.2717,72.682,40.8362,2.53796,142.411,8.20786,3.94552,0.561697,3.95202,15.2758,2.41783,0.249201,0.317614,0.491903,0.809517,0.343964,0.077869,0.271559,0.286748,0.242702,6.55029,0.294959,0.70312,,75.125,13.1606,-1.8183,1.35193,2.05505,3.14345,14.86813235282898,-2.1939007341861725,120.73,703.2,5.763934426,703.2,5.763934426,2.97791,3.53002,0.455076,2.97791,-3.53002,4.39323,72.62000274658203,0.06349206,OF,/players/byron-buxton/14161/stats/batting,8,AL,Byron Buxton,621439,14161,14161
CHC,Cubs,153.238,569.146,629.832,137.47,88.7866,24.7735,1.97437,21.9354,78.3618,75.1092,52.705,1.06483,159.483,3.20803,3.88769,0.885755,8.73575,15.8108,3.73217,0.241537,0.307471,0.407626,0.715097,0.310896,0.0836811,0.253215,0.330475,0.166088,5.07385,0.295021,0.463191,,73.3152,-1.10434,2.40827,0.685537,1.14873,3.13947,-0.13376080989837646,9.502636432647705,98.2772,676.1,4.418954248,676.1,4.418954248,3.34607,-0.499406,0.591137,3.34607,0.499406,4.21182,150.61000061035156,0,SS,/players/dansby-swanson/18314/stats/batting,17,NL,Dansby Swanson,621020,18314,18314
ATL,Braves,147.734,574.672,633.369,148.401,89.3719,28.7683,2.1769,28.0833,81.978,86.4862,46.9103,1.01799,165.378,7.16379,4.41423,0.208446,9.6337,2.41986,0.875199,0.258235,0.319784,0.462477,0.782261,0.336083,0.0740647,0.261108,0.283655,0.204242,3.30904,0.312005,-0.0953794,,86.6792,11.8418,-3.04928,-0.814701,-0.91008,3.12356,10.606693744659424,-1.149407148361206,115.342,775.5,5.239864864,775.5,5.239864864,2.45627,-0.38329,0.918735,2.45627,0.38329,3.77502,61.849998474121094,0,3B,/players/austin-riley/18360/stats/batting,16,NL,Austin Riley,663586,18360,18360
ATH,Athletics,141.972,514.563,576.852,134.603,69.3564,26.1321,1.65186,37.4629,93.5816,94.783,54.4735,3.5683,177.295,3.56289,3.66699,0.585518,7.11116,3.09426,1.02116,0.261588,0.334289,0.537209,0.871498,0.367792,0.0944324,0.307349,0.307248,0.275622,3.84573,0.320096,0.0384903,,93.7955,25.636,-2.69198,-0.616781,-0.57829,3.1228,24.894522190093994,-13.895553827285767,137.362,852.5,6.003521126,852.5,6.003521126,2.98772,0.597578,1.31301,2.98772,-0.597578,3.24932,19,0.04273504,1B,/players/nick-kurtz/35110/stats/batting,10,AL,Nick Kurtz,701762,35110,35110
LAD,Dodgers,143.043,540.134,617.859,150.382,93.1023,33.2594,1.7818,22.2385,83.932,84.1535,64.6996,7.59962,114.466,7.86702,4.91527,0.243252,10.3768,7.63095,2.14936,0.278416,0.360983,0.470107,0.831089,0.355876,0.104716,0.185262,0.565231,0.19169,4.16871,0.313812,-0.759756,,94.4857,21.4809,0.137764,-0.397532,-1.15729,3.08092,20.148850440979004,-10.946988210082054,129.176,842.5,5.891608391,842.5,5.891608391,2.5628,0.376404,0.793117,2.5628,-0.376404,3.94251,66.7699966430664,0,1B,/players/freddie-freeman/5361/stats/batting,22,NL,Freddie Freeman,518692,5361,5361
NYY,Yankees,139.786,518.734,584.548,123.704,74.4333,19.0129,2.37577,27.8816,79.6478,76.5565,56.0968,1.97654,155.434,4.93353,3.71785,1.06579,6.23982,32.3557,7.93664,0.238472,0.316606,0.445533,0.762139,0.328527,0.0959662,0.265904,0.360906,0.207061,6.23304,0.282547,0.0619336,,76.4119,7.34308,-1.73455,2.3397,2.40164,3.02691,9.5793776512146,0.22197318077087402,110.389,726.5,5.189285714,726.5,5.189285714,1.64827,0.511756,1.19694,1.64827,-0.511756,3.40408,19.75,0,2B/OF,/players/jazz-chisholm-jr/20454/stats/batting,9,AL,Jazz Chisholm Jr.,665862,20454,20454
SEA,Mariners,131.681,502.88,565.869,134.73,93.698,27.1982,1.00655,12.8271,65.408,57.7987,48.2311,1.98913,78.5417,9.45557,3.56176,1.74068,9.30001,4.86692,2.32814,0.267917,0.341087,0.402527,0.743613,0.326012,0.0852336,0.138799,0.614082,0.13461,3.39986,0.29369,-0.108387,,72.8143,5.95259,-0.808386,-0.966289,-1.07468,3.01361,9.36457073688507,0.6140947937965393,115.652,634.1,4.803787878,634.1,4.803787878,2.7195,0.0230951,0.722944,2.7195,-0.0230951,4.03607,270.5899963378906,0.01587302,2B/OF,/players/brendan-donovan/24679/stats/batting,11,AL,Brendan Donovan,680977,24679,24679
BOS,Red Sox,140.508,525.058,609.547,139.507,87.461,30.7183,2.52249,18.8051,85.2808,67.9525,74.8532,1.09191,153.286,4.99015,3.64776,0.997845,9.99884,10.9486,3.16148,0.265698,0.360448,0.441256,0.801704,0.349906,0.122801,0.251476,0.488323,0.175559,4.85027,0.338466,0.0726335,,90.2598,18.2371,1.18568,-0.202248,-0.129614,3.01292,15.233515322208405,-6.764893293380737,121.385,797.1,5.653191489,797.1,5.653191489,3.88512,1.0307,0.565272,3.88512,-1.0307,4.2463,51.7599983215332,0.24657534,OF,/players/roman-anthony/31812/stats/batting,3,AL,Roman Anthony,701350,31812,31812
SFG,Giants,149.992,557.077,649.882,140.937,81.0439,28.4348,1.05519,30.4034,88.1356,91.0675,82.2794,9.88879,159.878,5.94409,4.0426,0.538527,11.3397,2.13103,0.87788,0.252994,0.352912,0.471555,0.824467,0.351985,0.126607,0.246011,0.514638,0.218561,2.77127,0.298065,-0.539022,,97.3294,20.5409,0.762285,-0.985466,-1.52449,2.97436,18.832542657852173,-11.75598269701004,126.503,866.5,5.776666666,866.5,5.776666666,1.45863,0.349451,1.13763,1.45863,-0.349451,3.48316,60.150001525878906,0.81595092,3B,/players/rafael-devers/17350/stats/batting,30,NL,Rafael Devers,646240,17350,17350
DET,Tigers,148.179,564.786,629.417,145.155,86.961,27.2484,3.01707,27.9285,82.0136,88.5236,55.9005,1.88438,176.251,4.56008,3.98209,0.187695,9.41281,3.77178,1.22807,0.257008,0.326774,0.464287,0.79106,0.339805,0.0888132,0.280023,0.317163,0.207278,4.04838,0.321531,-0.123948,,88.0403,13.6698,1.67157,-0.709348,-0.833296,2.96456,12.795692384243011,-5.4836238622665405,118.372,793.4,5.36081081,793.4,5.36081081,2.62466,1.06919,0.888805,2.62466,-1.06919,3.81493,77.9000015258789,0.1402439,OF,/players/riley-greene/25976/stats/batting,6,AL,Riley Greene,682985,25976,25976
SDP,Padres,146.776,570.584,628.872,149.994,95.9204,27.2121,0.4789,26.3824,79.08,88.5168,51.2066,3.82198,121.714,2.43626,4.42901,0.215597,12.283,9.37328,2.6292,0.262878,0.323924,0.45096,0.774884,0.332478,0.0814262,0.193543,0.420713,0.188083,3.76541,0.289544,-0.56915,,84.2233,9.91724,-1.53379,-0.164184,-0.733334,2.91187,9.006027162075043,-1.8292317688465118,113.103,759.4,5.165986394,759.4,5.165986394,2.41455,0.514939,0.57847,2.41455,-0.514939,4.22871,37.41999816894531,0.08805031,3B,/players/manny-machado/11493/stats/batting,29,NL,Manny Machado,592518,11493,11493
MIL,Brewers,148.768,566.244,633.227,145.624,102.611,25.0417,2.74235,15.2292,80.5362,67.1067,57.5959,1.13425,131.981,2.14717,4.0627,3.1769,8.23414,29.4709,6.26023,0.257176,0.325954,0.391772,0.717726,0.314607,0.0909561,0.208427,0.436394,0.134596,6.01741,0.308193,0.0385529,,75.6187,0.798018,1.00235,2.26619,2.30475,2.89649,3.6975879669189453,3.54500412940979,101.856,700.5,4.701342281,700.5,4.701342281,1.98624,0.511189,1.01707,1.98624,-0.511189,3.64391,49.66999816894531,0,2B,/players/brice-turang/22186/stats/batting,23,NL,Brice Turang,668930,22186,22186
HOU,Astros,130.749,489.035,518.929,131.657,86.7085,23.779,1.40598,19.7635,57.7531,67.7614,22.1706,1.09584,89.5997,2.95671,4.1954,0.571622,11.5287,1.12991,0.440887,0.269218,0.302463,0.444832,0.747296,0.319923,0.0427238,0.172663,0.247441,0.175614,2.51737,0.29149,0.0756577,,64.2089,2.89338,-0.764748,-0.685639,-0.609981,2.87505,2.755001485347748,7.484955132007599,105.502,590.4,4.506870229,590.4,4.506870229,1.9728,-0.0229108,0.824752,1.9728,0.0229108,3.90033,110.80999755859375,0.18115942,C/DH,/players/yainer-diaz/23003/stats/batting,21,AL,Yainer Diaz,673237,23003,23003
PHI,Phillies,150.096,548.558,657.028,126.18,64.0107,19.8458,0.972526,41.3509,96.9686,104.347,97.097,4.29784,184.526,7.20302,3.60174,0.568074,7.1397,6.33435,1.97044,0.230021,0.351095,0.495888,0.846983,0.362625,0.147782,0.28085,0.526196,0.265867,3.60831,0.259986,-1.31066,,104.076,26.443,-1.30841,-0.622819,-1.93348,2.84541,23.284971714019775,-17.33344602584839,132.385,923.5,6.156666666,923.5,6.156666666,2.55347,-1.11781,1.96119,2.55347,1.11781,2.38508,24.270000457763672,0.95061728,DH/OF,/players/kyle-schwarber/16478/stats/batting,26,NL,Kyle Schwarber,656941,16478,16478
BAL,Orioles,152.713,576.257,655.341,145.282,80.4119,27.8343,1.07884,35.9566,84.9794,102.607,59.8995,4.42591,150.281,12.746,6.22956,0.208631,12.1243,1.96287,0.905866,0.252113,0.332646,0.49135,0.823996,0.350904,0.091402,0.229317,0.398584,0.239237,2.68786,0.2759,-1.17705,,97.5719,20.1383,-1.65904,-0.959611,-2.13666,2.84415,19.268467664718628,-14.025538921356201,127.713,881.3,5.760130718,881.3,5.760130718,2.63823,-0.969933,1.45253,2.63823,0.969933,3.06329,24.450000762939453,0.01234568,1B,/players/pete-alonso/19251/stats/batting,2,AL,Pete Alonso,624413,19251,19251
ATL,Braves,153.761,576.117,665.298,142.496,81.932,30.1318,1.0284,29.4036,86.9743,92.6728,79.2403,3.75335,159.576,5.37283,4.33579,0.2321,11.0826,0.99727,0.269341,0.247338,0.341484,0.456323,0.797807,0.344218,0.119105,0.239857,0.496566,0.208985,2.45694,0.288889,-0.847428,,95.4428,16.8328,2.79458,-0.985544,-1.83297,2.83645,14.658435463905334,-9.069685935974121,120.915,838.4,5.444155844,838.4,5.444155844,2.867,-0.233015,1.24004,2.867,0.233015,3.34662,48.779998779296875,0,1B,/players/matt-olson/14344/stats/batting,16,NL,Matt Olson,621566,14344,14344
CHC,Cubs,146.095,555.549,607.739,154.624,117.951,26.9103,2.9323,6.82976,74.3236,55.656,38.523,1.01021,56.7745,9.0532,3.92104,0.692492,9.70989,25.9757,6.31666,0.278326,0.333088,0.374203,0.707291,0.311549,0.0633875,0.0934193,0.678527,0.0958767,5.94517,0.298052,0.561086,,71.0661,-0.742916,3.41985,1.52226,2.08334,2.81424,1.1685252785682678,5.769339084625244,98.7264,649.8,4.450684931,649.8,4.450684931,2.60936,0.161867,1.5044,2.60936,-0.161867,2.99413,102.81999969482422,0,2B/SS,/players/nico-hoerner/21479/stats/batting,17,NL,Nico Hoerner,663538,21479,21479
LAD,Dodgers,139.809,524.649,574.099,134.163,81.7464,28.2059,1.67763,22.5332,72.6928,75.9612,35.2556,0.646963,127.063,8.3102,4.98547,0.899051,7.10828,9.89115,3.5924,0.25572,0.310065,0.444724,0.754789,0.324766,0.0614103,0.221326,0.277466,0.189004,4.63344,0.293734,0.279864,,73.293,5.45883,1.05899,-0.31592,-0.0360557,2.81416,5.260382495820522,2.815139651298523,107.806,671,4.792857142,671,4.792857142,2.24975,-2.0124,0.261564,2.24975,2.0124,4.65125,133.64999389648438,0,OF,/players/andy-pages/24816/stats/batting,22,NL,Andy Pages,681624,24816,24816
CLE,Guardians,146.783,574.457,643.076,156.13,118.4,26.4409,2.75267,8.53643,79.2262,54.2011,57.4044,1.26625,58.7316,4.38045,4.06257,2.77176,9.30237,17.6053,4.67802,0.271788,0.34033,0.371979,0.712309,0.315029,0.0892653,0.0913292,0.977402,0.100191,5.04676,0.288691,0.700408,,77.015,1.03056,1.95013,0.424171,1.12458,2.80868,3.201319098472595,2.1170368641614914,102.74,679.9,4.625170068,679.9,4.625170068,2.42443,-0.871408,1.18823,2.42443,0.871408,3.41569,169.82000732421875,0.02547771,OF,/players/steven-kwan/24610/stats/batting,5,AL,Steven Kwan,680757,24610,24610
STL,Cardinals,143.767,558.522,611.395,139.969,96.1766,28.4046,2.39376,12.994,72.5842,59.8836,41.0289,0.173319,110.877,5.04293,4.13695,2.66424,8.30531,13.5027,3.72421,0.250606,0.305621,0.379829,0.68545,0.300033,0.067107,0.181351,0.370039,0.129223,5.00631,0.289376,0.599977,,65.7769,-6.46414,5.8432,0.237472,0.837449,2.80251,-5.799634158611298,12.499072074890137,90.8152,593.2,4.119444444,593.2,4.119444444,3.26479,0.484538,0.489775,3.26479,-0.484538,4.34697,340.8500061035156,0,SS,/players/masyn-winn/27479/stats/batting,28,NL,Masyn Winn,691026,27479,27479
DET,Tigers,147.075,552.196,633.453,142.045,98.1744,25.9637,0.821812,17.0847,78.3354,68.0095,70.6148,0.306666,109.095,3.93462,5.47531,1.23267,10.3775,5.4919,2.44738,0.257236,0.342592,0.40005,0.742642,0.327108,0.111476,0.172222,0.647279,0.142814,3.1813,0.2896,-0.643708,,82.0747,7.22731,-2.46122,-1.04211,-1.68582,2.77383,5.50041401386261,-0.1915445327758789,109.625,713,4.850340136,713,4.850340136,2.89003,-1.30164,0.502951,2.89003,1.30164,4.3294,255.19000244140625,0.06944444,2B,/players/gleyber-torres/16997/stats/batting,6,AL,Gleyber Torres,650402,16997,16997
HOU,Astros,129.314,490.085,545.699,129.337,88.5186,24.1094,0.794885,15.914,64.4075,62.7928,48.7667,1.78084,107.688,3.13151,3.51616,0.199746,12.4233,0.289226,0.15282,0.263907,0.332237,0.413762,0.745999,0.325034,0.0893656,0.197339,0.452853,0.149854,1.91249,0.306549,0.0093024,,69.786,5.30751,0.766421,-0.919966,-0.910664,2.74515,4.89277195930481,3.156193196773529,109.023,614.1,4.760465116,614.1,4.760465116,1.74462,-0.383107,0.668414,1.74462,0.383107,4.10878,281.4200134277344,0,SS,/players/carlos-correa/14162/stats/batting,21,AL,Carlos Correa,621043,14162,14162
DET,Tigers,107.032,390.358,442.712,99.2338,61.3159,21.5309,2.67462,13.7124,56.032,51.6513,44.3628,0.660554,64.18,2.4147,4.05468,1.52212,6.2472,9.47717,2.57576,0.254212,0.330949,0.428456,0.759405,0.329603,0.100207,0.14497,0.691225,0.174243,5.26248,0.270193,-0.259642,,58.2577,5.94781,1.07391,0.131378,-0.128265,2.72324,5.790835872292519,5.588613748550415,111.344,523.6,4.893457943,523.6,4.893457943,4.01495,-1.17204,0.494402,4.01495,1.17204,4.3408,999,0,SS,/players/kevin-mcgonigle/sa3022895/stats/batting,6,AL,Kevin McGonigle,805808,sa3022895,sa3022895
ATH,Athletics,149.53,567.868,638.626,149.736,84.9436,30.5549,1.75135,32.4858,86.2104,95.3577,60.2458,2.81934,162.228,6.40256,3.8882,0.221457,8.56771,6.31621,1.78104,0.263681,0.338945,0.495275,0.83422,0.356369,0.0943367,0.254027,0.371364,0.231594,3.91826,0.310973,-0.417586,,97.9169,22.4584,-1.64675,-0.448273,-0.865859,2.69029,21.411898493766785,-16.73088240623474,129.515,877.9,5.852666666,877.9,5.852666666,1.90252,-0.360021,0.967095,1.90252,0.360021,3.71054,43.150001525878906,0.82822086,DH/OF,/players/brent-rooker/19627/stats/batting,10,AL,Brent Rooker,667670,19627,19627
MIL,Brewers,144.952,580.295,629.198,156.122,95.4355,33.6842,3.67598,23.3263,86.4915,83.5363,39.0202,2.32402,127.5,3.73108,4.68808,1.46378,8.94344,23.6409,6.53575,0.269039,0.316811,0.460347,0.777159,0.332265,0.0620158,0.202639,0.30604,0.191308,6.1846,0.305871,0.869945,,84.1579,9.81336,-0.430796,1.15475,2.02469,2.68275,12.429089307785034,-7.141539812088013,113.952,786.2,5.422068965,786.2,5.422068965,1.18827,-0.173466,0.35202,1.18827,0.173466,4.53064,19.149999618530273,0.01324503,OF,/players/jackson-chourio/28806/stats/batting,23,NL,Jackson Chourio,694192,28806,28806
SDP,Padres,136.678,511.753,568.744,135.375,96.1151,25.0937,1.18821,12.9776,67.2757,59.5969,45.8897,1.60549,99.6123,4.41852,5.89001,0.792507,11.4177,16.5331,3.83194,0.264531,0.326934,0.394287,0.721221,0.314939,0.080686,0.175144,0.460683,0.129756,4.83231,0.302175,0.13661,,68.0715,0.869998,-1.07803,0.781331,0.917941,2.67296,1.6270650029182434,5.249675393104553,101.055,615.5,4.492700729,615.5,4.492700729,2.65462,-0.0451094,0.698339,2.65462,0.0451094,4.06888,239.72000122070312,0.06716418,SS,/players/xander-bogaerts/12161/stats/batting,29,NL,Xander Bogaerts,593428,12161,12161
MIN,Twins,126.239,469.745,534.215,125.293,85.942,26.7122,1.66048,10.9784,67.7743,56.4189,49.1965,0.979596,91.6311,10.4227,4.61663,0.234394,8.43042,24.1368,5.92694,0.266726,0.34629,0.400774,0.747064,0.328602,0.0920912,0.171525,0.536898,0.134048,5.67338,0.307503,-0.58529,,69.8648,6.74322,-1.26191,1.44569,0.860401,2.64392,7.249637484550476,0.2052001953125,110.148,628.9,4.991269841,628.9,4.991269841,1.94421,0.564994,1.08091,1.94421,-0.564994,3.55879,119.81999969482422,0.16326531,2B,/players/luke-keaschall/33321/stats/batting,8,AL,Luke Keaschall,807712,33321,33321
WSN,Nationals,140.517,556.178,613.753,137.999,86.846,29.1861,4.14457,17.8227,80.9678,64.0526,38.9423,1.63493,118.46,12.9557,3.85657,1.821,6.8516,30.0321,7.00979,0.248121,0.310324,0.411636,0.72196,0.3133,0.0634494,0.19301,0.328737,0.163515,6.78757,0.283602,0.719141,,72.6417,0.122064,-3.23447,2.23064,2.94979,2.64386,3.1140702962875366,2.307196855545044,100.226,686.3,4.867375886,686.3,4.867375886,1.72346,0.284851,1.07638,1.72346,-0.284851,3.56483,64.5,0.00699301,SS,/players/cj-abrams/25768/stats/batting,24,NL,CJ Abrams,682928,25768,25768
ATL,Braves,138.555,536.64,572.297,142.383,92.7236,26.7568,3.18472,19.7178,68.6795,70.5206,25.0124,1.56781,111.255,4.40381,4.11331,2.12787,8.49813,18.0265,5.04515,0.265323,0.301313,0.437282,0.738594,0.316441,0.0437053,0.194401,0.224821,0.171958,5.53891,0.299344,0.574111,,69.1944,1.57312,1.81698,0.743253,1.31736,2.61843,2.596800684928894,3.9551786184310913,101.886,648.8,4.667625899,648.8,4.667625899,2.84572,-1.11442,0.415848,2.84572,1.11442,4.44554,99.72000122070312,0,OF,/players/michael-harris-ii/25931/stats/batting,16,NL,Michael Harris II,671739,25931,25931
PHI,Phillies,120.947,432.223,474.092,109.185,71.7249,21.1273,2.45858,13.874,54.6974,53.7917,31.0484,0.930622,114.405,7.29142,3.02874,0.500115,8.23337,6.53072,2.11007,0.252612,0.311502,0.409167,0.720668,0.31311,0.0654902,0.241313,0.271391,0.156555,4.82022,0.310486,-0.169785,,56.0389,0.0212681,1.92705,-0.278433,-0.448218,2.6023,-1.3105559647083282,10.972209095954895,98.4653,504,4.165289256,504,4.165289256,2.26273,0.148282,0.406339,2.26273,-0.148282,4.45821,214.1699981689453,0.0075188,C,/players/jt-realmuto/11739/stats/batting,26,NL,J.T. Realmuto,592663,11739,11739
CHC,Cubs,141.336,518.862,590.713,129.292,71.9282,25.7804,2.5492,29.0341,78.7392,79.5629,59.9808,1.51457,148.182,7.85284,3.37276,0.644249,7.11359,3.66668,0.84345,0.249183,0.334072,0.476568,0.81064,0.348377,0.10154,0.250853,0.404778,0.227384,3.87726,0.290587,-0.73061,,86.7378,16.9405,0.298713,-0.524736,-1.25535,2.54275,15.518082022666931,-10.65754309296608,124.025,777.3,5.512765957,777.3,5.512765957,1.47989,-0.0340873,0.8511,1.47989,0.0340873,3.8652,106.6500015258789,0.0130719,1B,/players/michael-busch/26319/stats/batting,17,NL,Michael Busch,683737,26319,26319
WSN,Nationals,146.205,550.167,631.146,142.103,85.2596,30.6849,2.00629,24.1525,82.9819,80.6719,73.5605,4.78164,186.792,3.4434,3.39638,0.579487,9.45263,15.7278,5.68859,0.258291,0.347477,0.45306,0.800536,0.345299,0.116551,0.295957,0.393809,0.194768,4.88709,0.344263,0.415196,,91.0974,16.5226,-1.92889,-0.223657,0.191539,2.5013,16.757520109415054,-13.30824601650238,122.146,816.7,5.593835616,816.7,5.593835616,2.89031,0.323151,0.258163,2.89031,-0.323151,4.65578,35.869998931884766,0.21153846,OF,/players/james-wood/29518/stats/batting,24,NL,James Wood,695578,29518,29518
PIT,Pirates,126.459,469.783,533.036,111.287,64.7765,22.0577,3.06593,21.3867,70.2197,63.9945,55.0259,3.30384,159.458,3.68469,4.00744,0.534338,5.79922,28.2013,5.51599,0.23689,0.319243,0.433469,0.752712,0.324324,0.103231,0.29915,0.345082,0.19658,6.74011,0.306882,0.113372,,67.8591,4.87689,-1.66279,2.58796,2.70133,2.48006,6.412275791168213,0.09358513355255127,105.874,643.3,5.105555555,643.3,5.105555555,3.02305,0.87636,1.06635,3.02305,-0.87636,3.5782,93.54000091552734,0.0234375,SS/OF,/players/oneil-cruz/21711/stats/batting,27,NL,Oneil Cruz,665833,21711,21711
SEA,Mariners,140.515,505.279,583.556,121.907,86.3568,23.5677,0.873251,11.1095,64.2806,53.5974,66.5668,0.751538,112.807,4.79534,3.24359,3.67151,10.0376,5.3148,1.24952,0.241267,0.333289,0.357327,0.690616,0.308563,0.114071,0.19331,0.590093,0.11606,3.31678,0.288081,-0.26701,,66.8233,-2.12836,-4.41968,-0.484986,-0.751997,2.44703,1.7465369701385498,2.0856246948242188,103.633,579.6,4.110638297,579.6,4.110638297,3.29849,0.568392,0.284455,3.29849,-0.568392,4.62073,747.9400024414062,0,SS,/players/jp-crawford/15491/stats/batting,11,AL,J.P. Crawford,641487,15491,15491
BAL,Orioles,147.764,553.327,630.488,133.997,79.3759,25.7813,1.76625,27.0741,80.2921,83.3195,65.1969,0.472722,153.796,5.64618,5.78655,0.531575,9.33984,4.78522,1.67552,0.242167,0.325166,0.441933,0.767099,0.332195,0.103407,0.243931,0.423919,0.199766,3.68497,0.282684,-0.721205,,84.2947,9.7976,-0.697358,-0.717688,-1.43889,2.42886,9.577484488487244,-7.538276195526123,114.825,754.9,5.100675675,754.9,5.100675675,1.32297,-1.10092,0.918754,1.32297,1.10092,3.77499,149.5500030517578,0.02547771,OF,/players/taylor-ward/17548/stats/batting,2,AL,Taylor Ward,621493,17548,17548
ATL,Braves,133.104,479.507,534.911,124.416,80.2662,22.3228,1.27197,20.5551,63.7641,75.6075,47.6611,0.661264,93.5547,4.47867,2.68478,0.580027,11.0047,0.775122,0.223034,0.259467,0.330424,0.439927,0.770351,0.334294,0.0891009,0.174898,0.509446,0.18046,2.35554,0.282168,-0.247943,,72.428,9.22405,-2.20136,-0.806048,-1.05399,2.42784,7.895567059516907,-1.9625167548656464,114.116,639.2,4.806015037,639.2,4.806015037,3.24444,-0.313481,0.696461,3.24444,0.313481,4.07138,80.1500015258789,0.11009174,C,/players/drake-baldwin/31539/stats/batting,16,NL,Drake Baldwin,686948,31539,31539
NYY,Yankees,138.616,535.159,594.564,137.806,88.0325,24.3701,2.86738,22.5357,76.9237,79.5587,49.1353,2.85662,89.1732,3.14056,6.94196,0.186835,7.47132,11.1999,2.7163,0.257504,0.3198,0.440089,0.759889,0.326137,0.082641,0.149981,0.55101,0.182585,4.97845,0.267826,-0.0475144,,76.5675,6.3152,2.12708,0.220198,0.172684,2.42062,6.319705829024315,-2.78322696685791,108.747,709.2,5.102158273,709.2,5.102158273,2.50314,-0.906777,0.294327,2.50314,0.906777,4.60756,80.13999938964844,0,1B/OF,/players/cody-bellinger/15998/stats/batting,9,AL,Cody Bellinger,641355,15998,15998
NYM,Mets,137.04,516.726,577.487,124.088,81.4515,22.3431,2.15076,18.1424,72.7794,67.1694,51.8234,0.589979,95.3507,3.96373,4.44068,0.5332,7.3291,9.45712,2.06485,0.240142,0.311767,0.397038,0.708805,0.309712,0.0897395,0.165113,0.543503,0.156895,4.71988,0.259878,-0.0183811,,66.6669,-1.56761,3.48549,0.14372,0.125339,2.38955,-1.6056190878152847,5.416406869888306,97.4639,601.3,4.389051094,601.3,4.389051094,2.19123,-2.14129,0.386228,2.19123,2.14129,4.48503,262.739990234375,0,2B/SS,/players/marcus-semien/12533/stats/batting,25,NL,Marcus Semien,543760,12533,12533
HOU,Astros,138.388,540.214,600.028,141.694,95.2968,25.4647,0.9215,20.0106,78.2801,67.7547,50.1181,2.41904,102.672,5.22153,3.56616,0.908096,11.9008,11.8658,3.69364,0.262292,0.328871,0.423968,0.752839,0.326721,0.0835263,0.171112,0.488138,0.161676,4.20784,0.288966,-0.248917,,77.5555,6.65767,-3.48865,-0.117921,-0.366839,2.37934,6.83613982796669,-4.232514321804047,110.185,698,5.057971014,698,5.057971014,1.83435,-0.163932,0.313067,1.83435,0.163932,4.58258,115.27999877929688,0.30246914,2B,/players/jose-altuve/5417/stats/batting,21,AL,Jose Altuve,514888,5417,5417
MIA,Marlins,138.376,507.099,576.263,123.409,70.9893,24.5014,2.79769,25.1208,68.7921,82.5691,57.0674,2.19058,162.922,7.20279,4.33815,0.555001,8.2389,4.58085,1.27287,0.243363,0.325998,0.451328,0.777326,0.334913,0.0990301,0.282721,0.350275,0.207965,4.11213,0.303927,0.107432,,78.3165,10.2266,1.27008,-0.483571,-0.376139,2.363,8.960455685853958,-5.036914825439453,113.67,705.1,5.109420289,705.1,5.109420289,2.21224,1.69818,0.779312,2.21224,-1.69818,3.96092,140.22000122070312,0.05839416,OF,/players/kyle-stowers/26151/stats/batting,20,NL,Kyle Stowers,669065,26151,26151
