Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Drake Baldwin","ATL",139,571,509,136,86,25,2,23,71,78,53,1,103,5,3,1,,1,0,0.266647,0.0930918,0.1804,0.51603,0.340546,0.458095,0.345827,0.79864,0.191448,2.56052,0.292231,-0.226367,-0.902952,82.719,15.2036,122.017,-1.12932,-0.912154,13.781103372573853,-0.6621543765068054,3.21405,80.1500015258789,,,,,,,728.6,5.241726618,728.6,5.241726618,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Austin Wells","NYY",117,461,412,93,54,20,1,19,51,62,39,0,112,5,5,1,,5,1,0.226909,0.0846662,0.243712,0.347403,0.298704,0.417255,0.310303,0.715959,0.190346,3.71381,0.261406,-0.128356,-0.16258,53.4869,-1.03107,99.428,-0.290936,0.22124,-0.6020135879516602,8.921239823102951,3.19723,251.27999877929688,,,,,,,489.8,4.186324786,489.8,4.186324786,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Ceddanne Rafaela","BOS",141,609,567,148,93,32,4,18,78,76,28,0,127,8,4,2,,21,7,0.260608,0.0466959,0.208469,0.223994,0.303183,0.427651,0.315133,0.730834,0.167043,6.12598,0.304354,0.598867,0.455781,72.9856,1.02755,97.4312,1.05465,8.85567,-0.7891615629196167,11.030667304992676,3.19239,127.22000122070312,,,,,,,674.9,4.786524822,674.9,4.786524822,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"James Wood","WSN",149,644,558,146,84,32,2,27,89,86,78,5,187,3,4,1,,16,6,0.261269,0.120863,0.290066,0.416676,0.353125,0.472388,0.354538,0.825513,0.211119,4.90592,0.341312,0.282662,-0.296176,97.7838,21.6902,128.475,-0.0135144,-0.433944,21.721028462052345,-12.033944606781006,3.18326,35.869998931884766,,,,,,,874.2,5.867114093,874.2,5.867114093,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Marcus Semien","NYM",149,644,576,140,94,24,2,20,82,75,58,1,106,5,4,1,,10,2,0.24243,0.0896504,0.163931,0.546878,0.314427,0.394524,0.310258,0.708951,0.152094,4.59662,0.263193,0.26322,-0.0607888,74.6312,-1.46235,101.423,0.202431,6.12083,1.2886597216129303,8.220833539962769,3.16509,262.739990234375,,,,,,,679.4,4.559731543,679.4,4.559731543,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Brent Rooker","ATH",154,665,590,157,89,32,2,34,89,107,64,3,167,6,4,0,,6,2,0.266408,0.0962573,0.251836,0.382221,0.342464,0.502872,0.360465,0.845336,0.236464,3.81692,0.312693,-0.337584,-0.428892,104.172,25.5972,130.035,-0.766476,-0.0183117,22.77428811788559,-15.543311346322298,3.08157,43.150001525878906,,,,,,,928.8,6.031168831,928.8,6.031168831,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Andy Pages","LAD",139,602,549,141,85,29,2,26,75,85,37,0,130,9,5,2,,10,4,0.25661,0.0611592,0.215889,0.28329,0.311089,0.455155,0.32938,0.766244,0.198545,4.45323,0.289103,0.309012,-0.50988,79.1098,7.97891,111.73,-0.200868,0.151375,8.168407514691353,1.901374876499176,3.07945,133.64999389648438,,,,,,,726.3,5.225179856,726.3,5.225179856,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Jazz Chisholm Jr.","NYY",139,602,532,127,77,19,2,28,78,86,59,2,156,5,4,1,,31,8,0.237783,0.0983259,0.259066,0.37954,0.318379,0.44029,0.327818,0.758668,0.202507,5.7008,0.279393,0.681619,1.92436,78.3465,7.21555,111.493,2.60598,-3.39183,10.760927677154541,-1.4418339729309082,3.07336,19.75,,,,,,,737.4,5.305035971,737.4,5.305035971,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Luke Keaschall","MIN",131,567,493,131,90,28,2,11,71,65,56,0,95,12,5,0,,25,7,0.265507,0.0990978,0.167499,0.591633,0.352019,0.395798,0.3307,0.747817,0.130291,5.50847,0.3055,0.0318807,1.14247,75.1184,8.12295,111.593,1.17435,-0.0192935,8.921599388122559,1.505706463009119,3.06349,119.81999969482422,,,,,,,668.5,5.103053435,668.5,5.103053435,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Gleyber Torres","DET",152,658,572,149,103,27,1,18,83,72,74,1,113,4,5,2,,6,2,0.260277,0.113002,0.17107,0.660562,0.346903,0.407327,0.33157,0.754229,0.14705,3.18369,0.292161,-0.758632,-1.06129,87.6393,9.89152,112.7,-1.81992,-3.09577,8.02892255783081,-0.7457675933837891,3.06226,255.19000244140625,,,,,,,755.4,4.969736842,755.4,4.969736842,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Brice Turang","MIL",151,651,582,151,107,26,2,14,83,68,60,1,134,2,4,3,,28,7,0.258853,0.0915382,0.205756,0.444887,0.327731,0.387031,0.314049,0.714763,0.128179,5.64639,0.310926,0.447921,1.87426,77.4458,0.525157,101.473,2.32219,2.05463,3.4588621854782104,4.629633665084839,3.04353,49.66999816894531,,,,,,,701.6,4.646357615,701.6,4.646357615,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Dillon Dingler","DET",109,429,390,95,61,20,2,13,46,55,29,1,107,7,3,1,,1,1,0.244653,0.0673149,0.249054,0.270282,0.306435,0.404294,0.309049,0.71073,0.159641,3.192,0.3023,0.0470758,-0.683592,49.2712,-1.39481,97.1851,-0.636516,5.24119,-2.059134840965271,13.616194725036621,3.02374,263.19000244140625,,,,,,,440.7,4.043119266,440.7,4.043119266,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Ezequiel Tovar","COL",151,651,605,161,100,36,4,21,81,76,33,0,156,4,5,4,,9,4,0.266113,0.0509798,0.239976,0.212437,0.306455,0.44349,0.321983,0.749945,0.177376,4.79998,0.324129,0.490258,-0.894476,81.6397,4.71901,92.5012,-0.404218,6.71782,-6.190104991197586,13.692824363708496,2.9836,207.97999572753906,,,,,,,738.1,4.88807947,738.1,4.88807947,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Kyle Schwarber","PHI",159,686,573,130,65,20,1,44,103,105,101,5,195,7,4,1,,7,2,0.226879,0.146672,0.284984,0.514668,0.34754,0.495918,0.360568,0.843459,0.269039,3.75026,0.255475,-1.37824,-0.5451,107.519,26.4633,130.976,-1.92334,-0.0020269,23.26137685775757,-16.95202575926669,2.98064,24.270000457763672,,,,,,,964,6.062893081,964,6.062893081,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Brendan Donovan","SEA",130,560,496,135,95,27,1,12,68,55,50,2,77,9,3,2,,5,3,0.27314,0.0887575,0.136727,0.649158,0.348508,0.404349,0.330587,0.752857,0.131209,3.41448,0.300667,-0.222065,-1.1473,74.1394,7.97106,118.804,-1.36937,-2.73984,11.041807889938354,-1.3398410081863403,2.96463,270.5899963378906,,,,,,,634.9,4.883846153,634.9,4.883846153,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Michael Busch","CHC",139,602,526,133,75,27,3,28,84,82,63,2,147,8,3,1,,4,1,0.252791,0.104901,0.244702,0.428689,0.339484,0.475812,0.350525,0.815296,0.22302,4.25829,0.296115,-0.687089,-0.470679,89.4451,18.3141,127.498,-1.15777,1.14819,18.462210297584534,-9.65181314945221,2.9506,106.6500015258789,,,,,,,795.2,5.720863309,795.2,5.720863309,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"CJ Abrams","WSN",146,630,572,146,91,30,5,20,87,68,38,2,119,13,4,2,,31,7,0.254387,0.0603965,0.188128,0.321039,0.313931,0.425685,0.319775,0.739617,0.171298,6.91664,0.287501,0.678221,2.55203,77.8768,3.43742,104.662,3.23025,-5.08706,6.711011171340942,0.6629366874694824,2.89894,64.5,,,,,,,741.4,5.078082191,741.4,5.078082191,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Jackson Chourio","MIL",151,651,601,163,98,37,4,25,92,88,39,2,131,4,5,2,,24,7,0.271598,0.0602214,0.201263,0.299218,0.317942,0.468675,0.335996,0.786617,0.197077,6.21992,0.307936,1.01553,0.964064,89.0462,12.1255,116.508,1.97959,-1.2152,14.71664810180664,-8.190199851989746,2.88372,19.149999618530273,,,,,,,831.9,5.509271523,831.9,5.509271523,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Oneil Cruz","PIT",130,560,491,117,67,23,3,23,75,67,60,4,169,4,4,1,,30,6,0.237449,0.106776,0.301813,0.353782,0.323208,0.43968,0.328344,0.762888,0.202231,6.77392,0.30871,0.378459,2.78888,73.1199,6.95154,108.628,3.16734,-1.1767,8.893953323364258,0.6232976913452148,2.87995,93.54000091552734,,,,,,,696.4,5.356923076,696.4,5.356923076,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Josh Naylor","SEA",144,623,562,151,97,31,0,23,74,92,51,6,92,5,5,0,,18,3,0.268937,0.0821858,0.148081,0.555006,0.332191,0.449951,0.335048,0.782141,0.181014,4.18034,0.282791,-0.573047,1.19202,84.7367,11.1244,121.877,0.618978,1.22964,16.683060705661774,-10.14535653591156,2.86274,66.18000030517578,,,,,,,783.5,5.440972222,783.5,5.440972222,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Iván Herrera","STL",139,594,515,141,96,25,1,19,74,76,63,1,116,11,5,0,,10,3,0.273541,0.105652,0.19576,0.539701,0.361842,0.437103,0.349423,0.798944,0.163562,3.99793,0.317346,0.281354,-0.306356,87.6658,17.5274,127.099,-0.0250017,-0.0879627,19.04025057889521,-10.837962724268436,2.85996,174.02999877929688,,,,,,,764,5.496402877,764,5.496402877,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Xavier Edwards","MIA",139,602,539,151,120,23,4,5,72,50,52,1,83,3,4,4,,27,7,0.280709,0.0867029,0.137441,0.630835,0.345254,0.365034,0.314506,0.710288,0.0843251,6.01954,0.322166,0.70659,1.51102,71.8399,0.708975,99.6906,2.21761,3.62624,1.9968466311693192,5.776244640350342,2.84447,183.88999938964844,,,,,,,639.8,4.602877697,639.8,4.602877697,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Andrés Giménez","TOR",138,595,537,135,95,24,2,14,68,66,34,2,103,16,4,3,,21,4,0.250905,0.0577461,0.172845,0.334092,0.31307,0.379555,0.303688,0.692625,0.12865,5.66379,0.284994,0.00386759,1.6601,65.7787,-4.52511,94.3467,1.66397,3.00356,-2.3005300760269165,9.378555059432983,2.81942,395.1499938964844,,,,,,,610.3,4.422463768,610.3,4.422463768,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Bryson Stott","PHI",141,609,544,140,99,25,3,14,71,66,54,1,101,4,5,2,,25,5,0.258216,0.0887196,0.165482,0.536129,0.326537,0.390346,0.314038,0.716883,0.13213,5.70294,0.29151,0.317137,1.82896,72.4438,0.485771,99.1005,2.1461,3.38432,1.4968247413635254,5.6593194007873535,2.80518,183.24000549316406,,,,,,,668.7,4.742553191,668.7,4.742553191,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Francisco Alvarez","NYM",110,438,388,92,55,15,1,21,55,62,41,1,112,6,3,1,,2,0,0.237983,0.0934352,0.256008,0.36497,0.317679,0.448418,0.330987,0.766097,0.210434,3.21843,0.276122,-0.192588,-0.459214,58.1564,6.37971,115.623,-0.651802,-3.47327,7.4620495438575745,3.5267322063446045,2.78989,167.35000610351562,,,,,,,518.6,4.714545454,518.6,4.714545454,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Ian Happ","CHC",152,658,565,137,81,32,1,23,84,79,83,2,156,5,4,1,,8,2,0.242804,0.12548,0.237338,0.528696,0.34193,0.424209,0.334847,0.766139,0.181404,3.88229,0.293068,-0.256194,-0.381794,89.39,11.6422,116.759,-0.637988,-0.0962626,12.431531131267548,-7.246262714266777,2.77032,183.4499969482422,,,,,,,790.5,5.200657894,790.5,5.200657894,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Trent Grisham","NYY",126,546,464,101,58,17,1,24,73,65,72,0,136,5,3,2,,6,2,0.217317,0.131847,0.248355,0.530881,0.327495,0.414125,0.325932,0.74162,0.196808,3.92294,0.250615,-0.125517,-0.426034,70.2225,5.7084,110.194,-0.551551,0.212005,6.008858501911163,2.162005364894867,2.75868,252.2899932861328,,,,,,,619,4.912698412,619,4.912698412,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Shea Langeliers","ATH",131,524,476,121,67,25,1,28,70,83,39,1,117,4,4,1,,5,1,0.253415,0.0744824,0.224219,0.332186,0.313033,0.487384,0.341232,0.800417,0.233969,3.81982,0.276672,-0.0504112,-0.256691,73.874,11.983,116.786,-0.307103,-4.26394,10.056107223033905,3.1610560417175293,2.75155,54.72999954223633,,,,,,,678.7,5.18091603,678.7,5.18091603,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Yandy Díaz","TBR",151,651,576,168,117,30,1,20,84,77,62,2,97,7,4,2,,3,1,0.291596,0.0955086,0.149084,0.640636,0.364699,0.451988,0.354679,0.816688,0.160393,2.66839,0.318898,-0.725394,-1.08675,98.9208,22.0002,127.986,-1.81215,-0.0644965,19.66130268573761,-15.189496517181396,2.74997,137.8800048828125,,,,,,,855.4,5.664900662,855.4,5.664900662,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Kazuma Okamoto","TOR",130,560,495,124,73,25,0,25,66,83,53,6,100,8,4,1,,2,1,0.249729,0.094405,0.178982,0.527456,0.329227,0.453303,0.335322,0.78253,0.203574,2.34959,0.264301,-0.231432,-0.88247,76.2924,10.1241,116.138,-1.1139,-0.815492,9.537842869758606,-2.2154916524887085,2.72117,999,,,,,,,690.9,5.314615384,690.9,5.314615384,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","sa3063134",672960
"JJ Wetherholt","STL",130,560,491,125,89,23,1,12,72,58,56,1,94,9,3,2,,13,3,0.254423,0.0996511,0.168135,0.592684,0.340051,0.379491,0.319102,0.719542,0.125068,4.8337,0.291567,0,0.509352,68.9178,2.7495,106.329,0.509352,0.886154,4.709698259830475,3.1361538767814636,2.70895,999,,,,,,,605.5,4.657692307,605.5,4.657692307,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Daulton Varsho","TOR",138,595,537,122,66,23,4,29,80,84,46,1,152,5,5,2,,9,3,0.226352,0.0774276,0.255506,0.303037,0.291535,0.444229,0.315103,0.735763,0.217876,5.41834,0.257163,0.177345,-0.376152,71.2932,0.989407,102.21,-0.198807,2.37878,1.3512097299098969,4.503778457641602,2.69429,197.8000030517578,,,,,,,670,4.855072463,670,4.855072463,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Taylor Ward","BAL",152,658,576,140,82,28,2,28,84,89,69,0,160,6,6,1,,5,2,0.243504,0.104859,0.242685,0.43208,0.327852,0.445526,0.335011,0.773378,0.202022,3.61343,0.284043,-0.66486,-0.906985,89.4776,11.7298,116.765,-1.57185,-0.724489,11.42992377281189,-7.774489343166351,2.6911,149.5500030517578,,,,,,,792.7,5.215131578,792.7,5.215131578,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Seiya Suzuki","CHC",139,602,528,135,80,27,3,25,75,85,65,2,151,3,5,0,,7,3,0.256441,0.10824,0.25162,0.430174,0.33889,0.464224,0.345533,0.803113,0.207783,4.30539,0.308789,-0.351789,-0.757504,87.005,15.8741,124.079,-1.10929,-1.58066,16.070647835731506,-10.03065538406372,2.66715,104.9000015258789,,,,,,,767.3,5.520143884,767.3,5.520143884,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Otto Lopez","MIA",141,609,557,148,106,27,3,12,67,65,43,1,91,4,4,1,,16,6,0.265915,0.0711557,0.149822,0.474935,0.321241,0.389749,0.310754,0.710991,0.123835,4.97411,0.29744,0.425424,-0.0789223,70.8202,-1.1378,97.1206,0.346501,0.720476,-1.7318471670150757,7.245476067066193,2.63713,229.52000427246094,,,,,,,634.6,4.500709219,634.6,4.500709219,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Ernie Clement","TOR",149,644,602,163,115,32,3,13,76,72,28,1,63,5,5,4,,8,4,0.271223,0.0438663,0.0985751,0.445004,0.306427,0.398208,0.305182,0.704634,0.126985,4.35465,0.283399,0.531433,-0.72322,71.9769,-4.11668,95.3758,-0.191787,4.62368,-3.7016869485378265,7.023684024810791,2.60768,344.1099853515625,,,,,,,645.9,4.334899328,645.9,4.334899328,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Jordan Westburg","BAL",99,427,392,103,61,21,2,18,59,59,27,0,95,6,2,1,,4,2,0.262182,0.0635659,0.223177,0.284823,0.317506,0.467951,0.337634,0.785457,0.205769,4.43162,0.301075,0.0994156,-0.499577,58.9744,8.52106,118.572,-0.400161,1.37627,8.946318119764328,1.7012650966644287,2.59303,592.47998046875,,,,,,,527.3,5.326262626,527.3,5.326262626,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Jeff McNeil","ATH",134,581,516,140,94,29,4,13,66,64,47,3,71,11,5,2,,4,1,0.271458,0.0815642,0.122418,0.666277,0.342511,0.418318,0.331205,0.760829,0.14686,4.29425,0.290778,-0.969963,-0.341309,77.2111,8.56146,109.879,-1.31127,-1.61412,5.453546404838562,-0.23911678791046143,2.57945,465.4700012207031,,,,,,,675.9,5.04402985,675.9,5.04402985,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Ben Rice","NYY",128,546,477,116,65,22,2,27,75,79,56,0,115,8,4,0,,4,2,0.243662,0.10314,0.21038,0.490255,0.330893,0.468393,0.344745,0.799286,0.22473,4.06307,0.263567,-0.236955,-0.734868,78.5336,14.0431,123.154,-0.971823,0.0249109,13.922977268695831,-7.550088873133063,2.57125,53.099998474121094,,,,,,,695.6,5.434375,695.6,5.434375,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Caleb Durbin","BOS",130,560,496,128,85,29,2,11,68,62,40,0,62,18,4,3,,22,7,0.258386,0.0718802,0.109866,0.654251,0.33377,0.395074,0.321402,0.728845,0.136689,5.64141,0.273632,0.297171,0.786846,69.9635,3.79521,101.75,1.08402,1.41407,2.238894462585449,3.4140719175338745,2.55037,223.5500030517578,,,,,,,615.9,4.737692307,615.9,4.737692307,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Royce Lewis","MIN",133,574,524,132,83,26,0,22,66,77,43,1,120,3,4,1,,12,2,0.25154,0.0741411,0.209845,0.353314,0.309002,0.43159,0.319609,0.740592,0.18005,3.91689,0.284015,-0.19728,0.600877,70.8768,3.05424,103.952,0.403597,0.263672,3.0774962306022644,1.9136720597743988,2.53196,187.36000061035156,,,,,,,652.6,4.906766917,652.6,4.906766917,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Colson Montgomery","CHW",139,602,537,117,68,20,3,27,73,84,51,1,179,10,3,1,,3,1,0.218137,0.084347,0.296782,0.284205,0.295578,0.413753,0.307882,0.709331,0.195616,3.98047,0.270167,-0.0280402,-0.739633,68.6025,-2.5284,96.375,-0.767673,0.765806,-3.339683175086975,7.21580582857132,2.51648,246.4199981689453,,,,,,,633,4.553956834,633,4.553956834,,,,,,,,,,,,,,,,,,,"Colson Montgomery","29712",695657
"Alec Bohm","PHI",141,609,556,155,107,29,2,16,70,78,41,2,94,5,6,0,,3,1,0.278472,0.0675857,0.1547,0.436883,0.331048,0.428024,0.328349,0.759072,0.149552,3.30075,0.306869,-0.22829,-0.823494,79.5202,7.56215,108.904,-1.05178,-2.76197,5.375321865081787,-1.18697190284729,2.50153,242.82000732421875,,,,,,,698.8,4.956028368,698.8,4.956028368,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Yainer Diaz","HOU",128,509,479,131,87,23,2,19,59,68,22,1,88,3,4,1,,1,0,0.272476,0.0429924,0.172442,0.249315,0.306049,0.445228,0.321944,0.751277,0.172751,2.97315,0.296628,0.010933,-0.587958,63.8408,3.67489,106.894,-0.577025,-2.17006,3.560624122619629,5.904935598373413,2.47818,110.80999755859375,,,,,,,588.2,4.5953125,588.2,4.5953125,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Jose Altuve","HOU",144,623,559,149,101,26,1,21,83,70,53,3,108,6,4,1,,13,4,0.265946,0.0844572,0.17266,0.489154,0.333714,0.427789,0.330172,0.761504,0.161843,4.49572,0.294738,-0.349994,-0.151322,82.2702,8.65793,112.562,-0.501315,-5.27166,8.722798109054565,-6.046664774417877,2.46765,115.27999877929688,,,,,,,744.4,5.169444444,744.4,5.169444444,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"J.P. Crawford","SEA",143,616,531,127,89,25,1,12,68,57,73,1,118,5,4,4,,5,1,0.23872,0.117731,0.191877,0.613575,0.333665,0.355591,0.308263,0.689256,0.116871,3.23511,0.284137,-0.0887488,-0.60539,70.3885,-2.39668,103.426,-0.694139,-5.56754,1.7933104038238525,1.0324592590332031,2.45831,747.9400024414062,,,,,,,611.9,4.279020979,611.9,4.279020979,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Jonathan Aranda","TBR",141,609,532,141,94,25,0,21,79,77,62,3,155,10,5,1,,2,1,0.265717,0.101434,0.254875,0.397977,0.35027,0.435015,0.341673,0.785285,0.169298,2.54713,0.333465,-1.32543,-1.15007,86.1084,14.1504,119.028,-2.4755,3.54457,11.18211555480957,-8.230426549911499,2.44655,195.25,,,,,,,744.5,5.280141843,744.5,5.280141843,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Brandon Nimmo","TEX",146,630,554,139,91,26,2,20,80,69,61,1,138,9,4,2,,9,2,0.25034,0.0965956,0.219448,0.440174,0.332341,0.410974,0.325647,0.743315,0.160634,4.56611,0.297127,-0.14877,0.0603905,80.8804,6.441,110.276,-0.0883799,2.33263,7.541522942483425,-5.317372798919678,2.44606,144.0500030517578,,,,,,,720.7,4.936301369,720.7,4.936301369,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Lawrence Butler","ATH",134,581,523,129,78,27,2,22,76,74,51,0,148,2,3,2,,19,5,0.246493,0.0882926,0.25513,0.346069,0.313886,0.430449,0.322599,0.744335,0.183957,5.32867,0.30051,0.514011,0.814951,73.1518,4.50219,103.951,1.32896,3.48327,4.03450882434845,-0.2417278289794922,2.434,157.97999572753906,,,,,,,677,5.052238805,677,5.052238805,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Matt McLain","CIN",144,623,549,129,83,26,2,19,79,68,60,0,172,8,4,2,,18,4,0.235427,0.0967804,0.276257,0.350327,0.317569,0.391268,0.311979,0.708837,0.155841,5.31938,0.305008,0.164859,0.971049,73.0679,-0.544397,94.4206,1.13591,3.58582,-2.983850598335266,6.010817766189575,2.43037,156.0800018310547,,,,,,,665.8,4.623611111,665.8,4.623611111,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Max Muncy","LAD",105,455,375,82,45,15,1,21,60,62,69,2,114,6,4,0,,3,0,0.219806,0.151975,0.251412,0.604487,0.34714,0.437862,0.341903,0.785002,0.218056,3.44429,0.250517,-0.711946,-0.457262,64.4185,10.6568,120.309,-1.16921,-2.59576,9.782604694366455,-1.2707576751708984,2.41967,238.85000610351562,,,,,,,561.5,5.347619047,561.5,5.347619047,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"George Springer","TOR",138,595,522,134,85,23,2,25,86,75,61,1,116,7,4,1,,13,3,0.257588,0.10327,0.194201,0.531768,0.341753,0.449184,0.343078,0.790937,0.191596,5.10999,0.285177,0.268878,0.639888,84.8072,14.5034,121.481,0.908766,-0.0666761,15.972746431827545,-12.84167567640543,2.4156,93.61000061035156,,,,,,,761.8,5.520289855,761.8,5.520289855,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Wilyer Abreu","BOS",120,518,455,112,66,25,1,21,67,71,56,4,127,3,4,0,,8,3,0.247325,0.108943,0.245793,0.443233,0.331553,0.445432,0.334621,0.776985,0.198106,4.03,0.294976,-0.0111308,-0.449697,70.2756,9.06988,110.856,-0.460828,5.12471,6.166743785142899,-0.5252928733825684,2.40129,203.97000122070312,,,,,,,631.6,5.263333333,631.6,5.263333333,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Isaac Paredes","HOU",117,504,431,105,64,19,1,21,63,66,58,0,85,11,3,1,,1,1,0.243125,0.115114,0.16847,0.683292,0.345964,0.437574,0.342817,0.783538,0.194448,2.35574,0.255697,-0.244566,-1.02523,71.7299,12.1785,121.273,-1.2698,-0.49725,11.366705417633057,-5.347249507904053,2.39067,238.97999572753906,,,,,,,621.3,5.31025641,621.3,5.31025641,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Jarren Duran","BOS",139,602,542,140,81,35,8,16,79,69,48,1,140,7,3,1,,21,5,0.25843,0.0801079,0.232581,0.344429,0.325555,0.440892,0.331032,0.766447,0.182463,7.18824,0.319031,1.61464,1.35557,79.9172,8.7863,108.383,2.97022,2.67935,8.918168306350708,-6.370653390884399,2.38054,65.77999877929688,,,,,,,730.4,5.254676258,730.4,5.254676258,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Mike Trout","LAA",130,560,471,110,65,18,2,26,75,71,77,8,171,7,4,1,,3,1,0.233324,0.137948,0.306194,0.450526,0.347243,0.44185,0.340054,0.789094,0.208526,3.45415,0.303209,-0.497221,-0.553971,78.4438,12.2755,117.616,-1.05119,-0.485512,10.575923562049866,-6.685511529445648,2.37004,178.6199951171875,,,,,,,707.9,5.445384615,707.9,5.445384615,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Konnor Griffin","PIT",107,462,417,109,76,20,2,11,66,55,29,1,114,11,3,2,,22,7,0.260216,0.0633109,0.247712,0.255583,0.323476,0.396387,0.31548,0.719863,0.136171,6.51051,0.331017,-0.0767334,0.913295,55.4986,0.909751,99.8159,0.836561,2.08828,0.7357465401291847,7.038280963897705,2.36801,999,,,,,,,508.4,4.751401869,508.4,4.751401869,,,,,,,,,,,,,,,,,,,"Konnor Griffin","sa3065496",804606
