mlbam_id,name,age,ip_projected,ip_fullseason,games_missed_estimate,ip_disagreement,injury_risk_tier
687762.0,Blake Wehunt,,68.17466,200,106.7785254,92.17364420372958,HIGH
800571.0,Santiago Suarez,,71.367205,200,104.19256395,92.33247632720985,HIGH
689672.0,Drew Thorpe,,70.22311428571429,200,105.11927742857144,57.64000371404188,HIGH
621389.0,Ty Blach,,69.7248725,200,105.52285327499999,92.28574220267375,HIGH
702021.0,Will Dion,,75.09544,200,101.1726936,93.46397687794516,MODERATE
608566.0,Germán Márquez,,120.00505714285714,200,64.79590371428571,35.2696751793878,LOW
680732.0,Sean Burke,,147.46628571428573,200,42.55230857142856,23.334133229486554,LOW
686857.0,James Gonzalez,,72.4567125,200,103.310062875,92.50816473099707,HIGH
679712.0,Lael Lockhart,,74.10866,200,101.9719854,93.02080645380222,HIGH
692437.0,Winston Santos,,71.73785000000001,200,103.89234149999999,92.45447151881478,HIGH
805725.0,Jake Miller,,62.853635,200,111.08855564999999,92.76375253398405,VERY_HIGH
690217.0,C.J. Culpepper,,68.8406725,200,106.239055275,92.28136781428684,HIGH
684296.0,Matt Osterberg,,67.83629666666667,200,107.0525997,112.73872593897819,HIGH
695721.0,Gage Ziehl,,67.94394,200,106.96540859999999,112.64814587098537,HIGH
666201.0,Alek Manoah,,87.69074285714285,200,90.97049828571427,49.50550239969483,MODERATE
694858.0,Brendan Girton,,70.2698175,200,105.081447825,92.48192699080845,HIGH
605156.0,Aaron Brooks,,70.3300125,200,105.032689875,92.23596586834928,HIGH
489119.0,Wade Miley,,55.708000000000006,200,116.87652,63.81837097544876,VERY_HIGH
700842.0,Eduardo Rivera,,70.05981,200,105.25155389999999,92.30799839456529,HIGH
607200.0,Erick Fedde,,120.7864,200,64.163016,35.38082498378654,LOW
656473.0,Brian Gonzalez,,1.0,200,161.19,,VERY_HIGH
691828.0,Sem Robberse,,72.45158,200,103.3142202,92.51319030631397,HIGH
800344.0,Sean Paul Liñan,,67.59695333333333,200,107.2464678,112.94097201567966,HIGH
670234.0,Seth Shuman,,72.0526625,200,103.637343375,92.81695890311367,HIGH
683093.0,Hayden Mullins,,72.26118,200,103.46844420000001,92.52324762261789,HIGH
446372.0,Corey Kluber,,1.0,200,161.19,,VERY_HIGH
621086.0,James Marvel,,1.0,200,161.19,,VERY_HIGH
809733.0,Connor Wietgrefe,,67.7801,200,107.098119,112.78610804540601,HIGH
688548.0,Nico Tellache,,69.708695,200,105.53595705,92.37960820303057,HIGH
615698.0,Cal Quantrill,,54.178642857142854,200,118.11529928571427,75.0345816494603,VERY_HIGH
678752.0,Luis De Avila,,68.05206666666668,200,106.87782599999998,112.55739661529726,HIGH
694909.0,Christian McGowan,,67.29163333333334,200,107.49377700000001,113.2006477455113,VERY_HIGH
642585.0,Félix Bautista,,22.905742857142855,65,104.9118408791209,23.03035466928065,HIGH
694341.0,Brendan Beck,,78.478765,200,98.43220035,94.32831245372499,MODERATE
689149.0,Chad Dallas,,67.86236000000001,200,107.03148839999999,112.71677246225957,HIGH
661395.0,Jhoan Duran,,68.27948571428571,65,10.032608695652174,2.1753959267441925,LOW
664299.0,Cristian Javier,,145.13457142857143,200,44.44099714285715,31.61406724259072,LOW
807743.0,Sean Sullivan,,54.54456666666667,200,117.818901,78.61565202227014,VERY_HIGH
